State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
CALIFORNIA,SAN BERNARDINO,2017-22,POWELL,FERMIN,MURDER,"WC,TX",D,42877.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,481.0,192,"13,493","2,635",114000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-23,POWELL,RAMOS,MURDER,"WC,TX",D,42885.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,18.0,28,347,6,66500.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-24,POWELL,RAMOS,MURDER,"WC,TX",D,42891.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,107.0,52,"2,147",66,107000.0,7000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-25,POWELL,RAMOS,NARCOTICS,"WC,TX",D,42901.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,20.0,20,622,231,30000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-26,POWELL,RAMOS,NARCOTICS,"WC,TX",D,42901.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,161.0,204,"4,831","1,069",30000.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-27,POWELL,RAMOS,NARCOTICS,"WC,TX",D,42915.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,65.0,82,"1,967",343,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-28,POWELL,FERMIN,NARCOTICS,"WC,TX",D,42943.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,98.0,163,"2,950",510,20000.0,2000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-29,POWELL,RAMOS,OTHER,"WC,TX",D,42970.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,69.0,69,"2,076",783,16050.0,845.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-30,POWELL,RAMOS,OTHER,"WC,TX,EO",D,42984.0,30.0,1.0,60.0,INSTALLED AND USED,53.0,126.0,85,"6,703",201,18300.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-31,POWELL,FERMIN,NARCOTICS,"WC,TX",D,42967.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,251.0,184,"15,083",658,36740.0,1523.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-32,POWELL,FERMIN,OTHER,"WC,TX",D,43001.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,319.0,81,"9,577",635,19000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-33,POWELL,RAMOS,MURDER,"WC,TX",D,43011.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1018.0,563,"30,540",310,36830.0,15230.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-34,POWELL,FERMIN,OTHER,"WC,TX",D,43013.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,76.0,72,"2,305",322,29750.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-35,POWELL,RAMOS,OTHER,"WC,TX",D,42990.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,35.0,987,"2,104","2,104",30750.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-36,POWELL,RAMOS,MURDER,"WC,TX",D,43048.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,367.0,376,"11,034",0,56900.0,20900.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-37,POWELL,FERMIN,OTHER,"WC,TX",D,43025.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,398.0,283,"23,538",71,27850.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2017-38,POWELL,FERMIN,MURDER,"WC,TX",D,43073.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,230.0,32,"4,381",0,27400.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-1,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42709.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,80.0,301,"4,528","2,610",72960.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-2,SMYTH,DUMANIS,CONSPIRACY,"WC,TX",D,42756.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,74.0,82,"1,116",83,26703.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-3,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42758.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,33.0,,538,319,14050.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-9
CALIFORNIA,SAN DIEGO,2017-4,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42773.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,137.0,51,"1,784",418,19949.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-9
CALIFORNIA,SAN DIEGO,2017-5,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42758.0,30.0,1.0,60.0,INSTALLED AND USED,51.0,130.0,340,"6,662","1,850",64675.0,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-6,SMYTH,DUMANIS,MURDER,"WC,TX",D,42782.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,119.0,176,"3,462",644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
CALIFORNIA,SAN DIEGO,2017-7,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42807.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,1,4,0,8279.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-9
CALIFORNIA,SAN DIEGO,2017-8,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42790.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,114.0,140,"3,437","1,951",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-18,RELATED TO NO. 2017-18
CALIFORNIA,SAN DIEGO,2017-9,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42828.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,16.0,13,135,13,9233.0,1600.0,1.0,0.0,0.0,0.0,0.0,1.0,,
CALIFORNIA,SAN DIEGO,2017-10,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42807.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,351.0,560,"10,549","4,601",94325.0,7450.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-11,SMYTH,RODRIGUEZ,MURDER,"WC,TX",D,42809.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,65.0,23,"1,838",116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,
CALIFORNIA,SAN DIEGO,2017-12,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42816.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,49.0,55,"1,242",374,32200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-23
CALIFORNIA,SAN DIEGO,2017-13,SMYTH,DUMANIS,MURDER,"WC,TX",D,42838.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,124.0,63,"2,742",484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
CALIFORNIA,SAN DIEGO,2017-14,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42853.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,51.0,20,410,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-18,RELATED TO NO. 2017-18
CALIFORNIA,SAN DIEGO,2017-15,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42852.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,144.0,270,"4,196","1,317",32200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-23
CALIFORNIA,SAN DIEGO,2017-16,SMYTH,DUMANIS,MURDER,"WC,TX",D,42859.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,310.0,138,"8,698","1,663",62753.0,15150.0,21.0,3.0,0.0,0.0,0.0,16.0,,
CALIFORNIA,SAN DIEGO,2017-17,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,42867.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,33.0,5,996,302,31000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-18,SMYTH,RODRIGUEZ,NARCOTICS,"WC,TX",D,42880.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,407.0,147,"7,737",922,83876.0,10646.0,11.0,4.0,0.0,0.0,0.0,5.0,,
CALIFORNIA,SAN DIEGO,2017-19,SMYTH,RODRIGUEZ,NARCOTICS,"WC,TX",D,42878.0,0.0,0.0,0.0,INSTALLED AND USED,30.0,90.0,165,"2,707","1,292",60962.0,2925.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-20
CALIFORNIA,SAN DIEGO,2017-20,O'NEILL,RODRIGUEZ,NARCOTICS,"WC,TX",D,42899.0,0.0,0.0,0.0,INSTALLED AND USED,30.0,106.0,68,"3,208",415,60337.0,2300.0,5.0,0.0,0.0,0.0,0.0,5.0,,
CALIFORNIA,SAN DIEGO,2017-21,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,42950.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,78.0,79,"3,455",785,26600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-22,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,42989.0,0.0,0.0,0.0,INSTALLED AND USED,28.0,103.0,208,"2,910",299,60015.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-23,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,42998.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,57.0,226,"1,735",396,51227.0,5725.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-24,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,42998.0,30.0,1.0,60.0,INSTALLED AND USED,35.0,38.0,86,"1,330",582,28709.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-25,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,43060.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,1.0,11,28,2,23400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-26,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,43031.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,56.0,162,"3,278",778,38000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-27,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,43068.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,7.0,18,226,114,23600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN DIEGO,2017-28,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,42983.0,30.0,3.0,120.0,INSTALLED AND USED,113.0,52.0,191,"5,973","1,853",73000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-1,JOHNSON,FREITAS,OTHER,"WC,TX",D,42758.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,62.0,70,"1,869",35,131155.0,32031.0,33.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-2,JOHNSON,FREITAS,OTHER,"WC,TX",D,42758.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,57.0,65,"3,441",931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-3,JOHNSON,FREITAS,OTHER,"WC,TX",D,42758.0,30.0,2.0,90.0,INSTALLED AND USED,79.0,87.0,204,"6,938","1,863",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-4,JOHNSON,FREITAS,OTHER,"WC,TX",D,42809.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,445.0,113,"12,475",556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-5,JOHNSON,FREITAS,OTHER,"WC,TX",D,42783.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,37.0,93,"2,200",320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-6,JOHNSON,FREITAS,OTHER,"WC,TX",D,42762.0,30.0,2.0,90.0,INSTALLED AND USED,75.0,71.0,177,"5,346",296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-7,JOHNSON,FREITAS,OTHER,"WC,TX",D,42809.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,187.0,140,"5,236","1,391",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-8,JOHNSON,FREITAS,OTHER,"WC,TX",D,42809.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,34.0,122,971,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-9,AGBAYANI,FREITAS,OTHER,"WC,TX",D,42916.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,84.0,15,"2,197",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-10,JOHNSON,FREITAS,OTHER,"WC,TX",D,42914.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,313.0,112,"7,201",99,273259.0,15000.0,5.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-11,JOHNSON,FREITAS,OTHER,"WC,TX",D,42915.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,309.0,185,"9,272",387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-10
CALIFORNIA,SAN JOAQUIN,2017-12,JOHNSON,FREITAS,OTHER,"WC,TX",D,42942.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,107.0,26,"1,609",42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-13,JOHNSON,FREITAS,OTHER,"WC,TX",D,42937.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,6.0,2,138,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-14,JOHNSON,FREITAS,OTHER,"WC,TX",D,42937.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,23.0,13,472,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-15,JOHNSON,FREITAS,OTHER,"WC,TX",D,42951.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,264.0,42,"1,851",54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-16,JOHNSON,FREITAS,OTHER,"WC,TX",D,42931.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,365.0,145,"10,966",235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-17,JOHNSON,FREITAS,OTHER,"WC,TX",D,42990.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,10.0,32,172,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-18,JOHNSON,FREITAS,OTHER,"WC,TX",D,43004.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,118.0,148,"1,776",956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-19,JOHNSON,FREITAS,OTHER,"WC,TX",D,42990.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,39.0,125,"1,140",153,370000.0,66000.0,34.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-20,JOHNSON,FREITAS,OTHER,"WC,TX",D,43008.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,13.0,34,147,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-21,JOHNSON,FREITAS,OTHER,"WC,TX",D,43021.0,30.0,0.0,30.0,NEVER INSTALLED,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-22,JOHNSON,FREITAS,OTHER,"WC,TX",D,42990.0,30.0,1.0,60.0,INSTALLED AND USED,41.0,102.0,166,"4,201",671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-23,JOHNSON,FREITAS,OTHER,"WC,TX",D,42990.0,30.0,1.0,60.0,INSTALLED AND USED,43.0,108.0,151,"4,658","1,092",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-24,JOHNSON,FREITAS,OTHER,"WC,TX",D,43007.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,118.0,67,"2,950",61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-24
CALIFORNIA,SAN JOAQUIN,2017-25,JOHNSON,FREITAS,OTHER,"WC,TX",D,43003.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,37,201,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-26,JOHNSON,FICHTNER,OTHER,"WC,TX",D,43036.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,26.0,32,241,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-27,JOHNSON,FREITAS,OTHER,"WC,TX",D,42990.0,30.0,1.0,60.0,INSTALLED AND USED,55.0,84.0,63,"4,663",478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-28,JOHNSON,FREITAS,MURDER,"WC,TX",D,43008.0,30.0,1.0,60.0,INSTALLED AND USED,39.0,40.0,119,"1,569",251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-29,JOHNSON,FREITAS,OTHER,WC,D,43028.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,56.0,16,"1,076",33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-30,JOHNSON,FREITAS,OTHER,"WC,TX",D,43023.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,120.0,161,"2,894",175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-31,JOHNSON,FREITAS,OTHER,"WC,TX",D,43023.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,81.0,93,"1,951",132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-32,JOHNSON,FREITAS,OTHER,"WC,TX",D,43023.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,159.0,33,"3,837",164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-32
CALIFORNIA,SAN JOAQUIN,2017-33,JOHNSON,FICHTNER,OTHER,"WC,TX",D,43038.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,452.0,453,"4,981","2,867",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-34,JOHNSON,FREITAS,OTHER,"WC,TX",D,43048.0,30.0,0.0,30.0,INSTALLED AND USED,1.0,9.0,5,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-35,JOHNSON,FREITAS,OTHER,"WC,TX",D,43023.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,110.0,20,"2,656",140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-36,JOHNSON,FREITAS,OTHER,"WC,TX",D,43006.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,101.0,563,"5,778",560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-37,JOHNSON,FICHTNER,OTHER,"WC,TX",D,43038.0,30.0,0.0,30.0,NEVER INSTALLED,30.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-38,JOHNSON,FREITAS,OTHER,"WC,TX",D,43058.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,7.0,32,128,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-39,JOHNSON,FREITAS,OTHER,"WC,TX",D,43060.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,48.0,154,726,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-40,JOHNSON,FREITAS,OTHER,"WC,TX",D,43058.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,17.0,34,289,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-41,JOHNSON,FICHTNER,OTHER,"WC,TX",D,43054.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,48.0,68,"1,021",414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-42,JOHNSON,FREITAS,OTHER,"WC,TX",D,43048.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,237.0,142,"6,182",123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-43,JOHNSON,FREITAS,OTHER,"WC,TX",D,43048.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,100.0,105,"2,709",248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-44,JOHNSON,FREITAS,OTHER,"WC,TX",D,43067.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,64.0,61,580,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-45,JOHNSON,FREITAS,OTHER,"WC,TX",D,43053.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,19.0,54,433,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-46,JOHNSON,FREITAS,OTHER,"WC,TX",D,43048.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,27.0,58,707,78,185000.0,33000.0,13.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN JOAQUIN,2017-47,JOHNSON,FREITAS,OTHER,"WC,TX",D,43025.0,30.0,1.0,60.0,INSTALLED AND USED,50.0,95.0,53,"4,775",266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-48,JOHNSON,FREITAS,OTHER,"WC,TX",D,42990.0,30.0,2.0,90.0,INSTALLED AND USED,85.0,149.0,216,"12,723",183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN LUIS OBISPO,2017-1,VAN ROOYEN,DOW,NARCOTICS,WC,D,42829.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,14.0,18,314,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN LUIS OBISPO,2017-2,VAN ROOYEN,DOW,NARCOTICS,"WC,EE,TX",O,42849.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,100.0,133,"2,820",296,23676.0,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,,
