State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
CALIFORNIA,RIVERSIDE,2013-287,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41534.0,30,0,30,INSTALLED AND USED,30.0,98.0,58.0,2949.0,503.0,23886.0,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-288,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41536.0,30,0,30,INSTALLED AND USED,22.0,2.0,1.0,33.0,1.0,16202.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-289,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41541.0,30,1,60,INSTALLED AND USED,30.0,20.0,29.0,608.0,93.0,21100.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-290,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41541.0,30,0,30,INSTALLED AND USED,5.0,0.0,NR,NR,NR,5375.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-291,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41541.0,30,0,30,INSTALLED AND USED,30.0,20.0,100.0,597.0,117.0,21000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-292,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41542.0,30,0,30,INSTALLED AND USED,15.0,0.0,NR,NR,NR,12768.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-293,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41542.0,30,0,30,INSTALLED AND USED,59.0,13.0,10.0,751.0,59.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-294,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41544.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,2.0,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-295,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41544.0,30,1,60,INSTALLED AND USED,30.0,84.0,1005.0,2524.0,509.0,62158.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-296,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41547.0,30,0,30,INSTALLED AND USED,10.0,0.0,NR,NR,NR,8500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-297,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41555.0,30,0,30,INSTALLED AND USED,60.0,47.0,31.0,2812.0,989.0,41747.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-298,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41560.0,30,0,30,INSTALLED AND USED,90.0,27.0,25.0,2458.0,499.0,87499.0,3200.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-299,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41562.0,30,0,30,INSTALLED AND USED,18.0,0.0,NR,NR,NR,15802.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-300,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41564.0,30,0,30,INSTALLED AND USED,18.0,134.0,79.0,2405.0,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-2,
CALIFORNIA,RIVERSIDE,2013-301,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41564.0,30,0,30,INSTALLED AND USED,14.0,6.0,10.0,79.0,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-2,
CALIFORNIA,RIVERSIDE,2013-302,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41564.0,30,0,30,INSTALLED AND USED,30.0,66.0,124.0,1992.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-8,RELATED TO NO. 2013-8
CALIFORNIA,RIVERSIDE,2013-303,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41564.0,30,0,30,INSTALLED AND USED,10.0,214.0,124.0,2142.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-8,RELATED TO NO. 2013-8
CALIFORNIA,RIVERSIDE,2013-304,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41564.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-305,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41564.0,30,0,30,INSTALLED AND USED,14.0,689.0,13.0,9648.0,NR,30771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-306,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41571.0,30,0,30,INSTALLED AND USED,10.0,113.0,124.0,1127.0,58.0,44960.0,8000.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-307,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41572.0,30,0,30,INSTALLED AND USED,24.0,56.0,4.0,1350.0,434.0,175000.0,50000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-308,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41576.0,30,0,30,INSTALLED AND USED,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-7,
CALIFORNIA,RIVERSIDE,2013-309,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41576.0,30,1,60,INSTALLED AND USED,24.0,15.0,4.0,370.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-10,
CALIFORNIA,RIVERSIDE,2013-310,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41576.0,30,0,30,INSTALLED AND USED,6.0,1.0,8.0,8.0,0.0,14900.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-311,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41577.0,30,0,30,INSTALLED AND USED,13.0,102.0,NR,1332.0,123.0,9352.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-312,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41577.0,30,0,30,INSTALLED AND USED,29.0,394.0,161.0,11434.0,1256.0,164226.0,9700.0,12.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-313,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41577.0,30,0,30,INSTALLED AND USED,291.0,20.0,240.0,5798.0,2510.0,192600.0,22500.0,12.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-314,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41577.0,30,0,30,INSTALLED AND USED,30.0,26.0,52.0,781.0,114.0,20000.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-315,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41578.0,30,0,30,INSTALLED AND USED,58.0,572.0,8.0,33163.0,1207.0,48800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-316,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41578.0,30,0,30,INSTALLED AND USED,30.0,42.0,42.0,1254.0,643.0,92688.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-317,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41578.0,30,0,30,INSTALLED AND USED,16.0,29.0,28.0,471.0,70.0,12549.0,2000.0,4.0,0.0,0.0,0.0,0.0,4.0,,
CALIFORNIA,RIVERSIDE,2013-318,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41579.0,30,0,30,INSTALLED AND USED,58.0,89.0,49.0,5156.0,780.0,92689.0,3200.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-319,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41579.0,30,0,30,INSTALLED AND USED,58.0,29.0,4.0,1668.0,271.0,47500.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-320,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41579.0,30,0,30,INSTALLED AND USED,14.0,0.0,NR,NR,NR,21400.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-321,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41579.0,30,0,30,INSTALLED AND USED,30.0,34.0,44.0,1019.0,210.0,20000.0,2000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-322,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41579.0,30,0,30,INSTALLED AND USED,20.0,103.0,58.0,2063.0,150.0,47212.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-323,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41579.0,30,0,30,INSTALLED AND USED,27.0,26.0,NR,702.0,41.0,27432.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-324,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41584.0,30,0,30,INSTALLED AND USED,30.0,48.0,134.0,1426.0,643.0,92689.0,3200.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-325,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41590.0,30,0,30,INSTALLED AND USED,14.0,93.0,58.0,1299.0,29.0,4432.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-326,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41591.0,30,0,30,INSTALLED AND USED,25.0,49.0,19.0,1218.0,56.0,20000.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-327,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41593.0,30,0,30,INSTALLED AND USED,22.0,124.0,25.0,2727.0,353.0,18591.0,3230.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-328,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41593.0,30,0,30,INSTALLED AND USED,58.0,35.0,93.0,2004.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-329,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41596.0,30,0,30,INSTALLED AND USED,30.0,24.0,8.0,735.0,242.0,44106.0,1800.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-330,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41596.0,30,0,30,INSTALLED AND USED,120.0,95.0,441.0,11361.0,3900.0,110085.0,3200.0,5.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-331,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41598.0,30,0,30,INSTALLED AND USED,50.0,131.0,50.0,6553.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,RIVERSIDE,2013-332,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41598.0,30,0,30,INSTALLED AND USED,87.0,103.0,60.0,9000.0,580.0,122025.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-333,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41598.0,30,1,60,INSTALLED AND USED,30.0,113.0,212.0,3400.0,500.0,9000.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-334,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41598.0,30,0,30,INSTALLED AND USED,30.0,33.0,120.0,1000.0,160.0,14000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-335,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41599.0,30,0,30,INSTALLED AND USED,30.0,31.0,49.0,941.0,441.0,92688.0,3200.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-336,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41599.0,30,0,30,INSTALLED AND USED,30.0,113.0,212.0,3400.0,500.0,9000.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-337,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41599.0,30,0,30,INSTALLED AND USED,30.0,116.0,86.0,3472.0,173.0,21400.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-338,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41599.0,30,0,30,INSTALLED AND USED,3.0,474.0,50.0,1422.0,17.0,3500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-339,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41599.0,30,0,30,INSTALLED AND USED,30.0,20.0,50.0,600.0,200.0,9000.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-340,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41599.0,30,0,30,INSTALLED AND USED,120.0,115.0,117.0,13748.0,546.0,92689.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2013-341,HERNANDEZ,"VAN WAGENEN, JR.",NARCOTICS,WC,D,41627.0,30,0,30,INSTALLED AND USED,20.0,40.0,50.0,799.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,SACRAMENTO,2013-1,WHITE,NEVES,MURDER,"WC,WS",D,41281.0,30,0,30,INSTALLED AND USED,23.0,169.0,189.0,3877.0,712.0,37560.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-9
CALIFORNIA,SACRAMENTO,2013-2,WHITE,NEVES,MURDER,WC,D,41282.0,30,0,30,INSTALLED AND USED,30.0,0.0,3.0,4.0,0.0,21500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SACRAMENTO,2013-3,WHITE,NEVES,MURDER,WC,D,41283.0,30,0,30,INSTALLED AND USED,120.0,79.0,NR,9530.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,
CALIFORNIA,SACRAMENTO,2013-4,WHITE,NEVES,MURDER,WC,D,41286.0,30,0,30,INSTALLED AND USED,46.0,77.0,38.0,3531.0,1351.0,113481.0,10440.0,4.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SACRAMENTO,2013-5,MCFADDEN,FLADAGER,MURDER,WC,D,41335.0,30,0,30,INSTALLED AND USED,17.0,49.0,105.0,838.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SACRAMENTO,2013-6,WHITE,MILLER,NARCOTICS,WC,D,41499.0,30,1,60,INSTALLED AND USED,30.0,80.0,83.0,2401.0,238.0,20771.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SACRAMENTO,2013-7,WHITE,MILLER,NARCOTICS,WC,D,41515.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,4.0,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SACRAMENTO,2013-8,WHITE,MILLER,NARCOTICS,WC,D,41551.0,30,0,30,INSTALLED AND USED,40.0,94.0,68.0,3767.0,362.0,23084.0,2100.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-1,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41022.0,30,9,300,INSTALLED AND USED,30.0,192.0,84.0,5772.0,300.0,34761.0,950.0,6.0,0.0,0.0,0.0,0.0,2.0,,
CALIFORNIA,SAN BERNARDINO,2013-2,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41170.0,30,3,120,INSTALLED AND USED,30.0,55.0,181.0,1653.0,204.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-3,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41211.0,30,3,120,INSTALLED AND USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-4,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41215.0,30,3,120,INSTALLED AND USED,103.0,11.0,52.0,1142.0,244.0,85600.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-5,PACE,RAMOS,NARCOTICS,"WC,TX",D,41215.0,30,4,150,INSTALLED AND USED,14.0,6.0,21.0,87.0,48.0,6624.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-7
CALIFORNIA,SAN BERNARDINO,2013-6,PACE,FERMIN,NARCOTICS,"WC,TX",D,41241.0,30,3,120,INSTALLED AND USED,30.0,0.0,NR,13.0,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-7,PACE,RAMOS,NARCOTICS,"WC,TX",D,41248.0,30,1,60,INSTALLED AND USED,90.0,46.0,313.0,4124.0,572.0,81200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-8,PACE,RAMOS,MURDER,"WC,TX",D,41283.0,30,0,30,INSTALLED AND USED,30.0,61.0,13.0,1829.0,60.0,20000.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-9,PACE,RAMOS,NARCOTICS,"WC,TX",D,41297.0,30,0,30,INSTALLED AND USED,30.0,19.0,77.0,567.0,44.0,26000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-10,PACE,FERMIN,NARCOTICS,"WC,TX",D,41303.0,30,0,30,INSTALLED AND USED,21.0,281.0,176.0,5903.0,966.0,28880.0,1600.0,26.0,0.0,0.0,0.0,0.0,11.0,,
CALIFORNIA,SAN BERNARDINO,2013-11,PACE,RAMOS,NARCOTICS,"WC,TX",D,41310.0,30,0,30,INSTALLED AND USED,29.0,283.0,178.0,8220.0,903.0,38800.0,1600.0,17.0,0.0,0.0,0.0,0.0,2.0,,
CALIFORNIA,SAN BERNARDINO,2013-12,PACE,RAMOS,NARCOTICS,"WC,TX",D,41316.0,30,1,60,INSTALLED AND USED,30.0,14.0,23.0,434.0,107.0,37440.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-13,PACE,RAMOS,NARCOTICS,"WC,TX",D,41325.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,NR,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-14,PACE,RAMOS,NARCOTICS,"WC,TX",D,41330.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-15,PACE,RAMOS,NARCOTICS,"WC,TX",D,41332.0,30,0,30,INSTALLED AND USED,30.0,1.0,7.0,30.0,30.0,37440.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-16,PACE,RAMOS,NARCOTICS,"WC,TX",D,41332.0,30,0,30,INSTALLED AND USED,60.0,86.0,162.0,5162.0,163.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-17,PACE,RAMOS,NARCOTICS,"WC,TX",D,41339.0,30,0,30,INSTALLED AND USED,30.0,19.0,88.0,574.0,190.0,45000.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-18,PACE,RAMOS,NARCOTICS,"WC,TX",D,41360.0,30,1,60,INSTALLED AND USED,30.0,101.0,113.0,3028.0,414.0,21926.0,1286.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-19,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41381.0,30,0,30,INSTALLED AND USED,26.0,50.0,17.0,1291.0,278.0,16202.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-20,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41400.0,30,2,90,INSTALLED AND USED,20.0,89.0,109.0,1779.0,193.0,14403.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-21,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41407.0,30,0,30,INSTALLED AND USED,30.0,27.0,143.0,813.0,232.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-22,HARRISON,HOFFMAN,MURDER,"WC,TX",D,41421.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-23,HARRISON,HOFFMAN,NARCOTICS,"WC,TX",D,41429.0,30,0,30,INSTALLED AND USED,30.0,0.0,1.0,3.0,0.0,22159.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-24,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41444.0,30,0,30,INSTALLED AND USED,30.0,83.0,136.0,2504.0,828.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-25,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41456.0,30,0,30,INSTALLED AND USED,30.0,40.0,186.0,1196.0,462.0,88000.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-26,PACE,HOFFMAN,MURDER,"WC,TX",D,41463.0,30,0,30,INSTALLED AND USED,30.0,46.0,42.0,1387.0,378.0,37440.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-27,PACE,HOFFMAN,OTHER,"WC,TX",D,41472.0,30,0,30,INSTALLED AND USED,30.0,212.0,116.0,6347.0,1173.0,65280.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-28,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41484.0,30,1,60,INSTALLED AND USED,30.0,11.0,40.0,321.0,104.0,21747.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-29,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41491.0,30,0,30,INSTALLED AND USED,4.0,216.0,109.0,866.0,138.0,9610.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-30,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41498.0,30,2,90,INSTALLED AND USED,26.0,71.0,64.0,1834.0,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-2,
CALIFORNIA,SAN BERNARDINO,2013-31,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41505.0,30,0,30,INSTALLED AND USED,72.0,626.0,373.0,45050.0,852.0,62200.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,,
CALIFORNIA,SAN BERNARDINO,2013-32,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41508.0,30,3,120,INSTALLED AND USED,30.0,308.0,42.0,9252.0,2072.0,26000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-33,HARRISON,HOFFMAN,NARCOTICS,"WC,TX",D,41526.0,30,0,30,INSTALLED AND USED,30.0,142.0,108.0,4247.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,SAN BERNARDINO,2013-34,HARRISON,HOFFMAN,NARCOTICS,"WC,TX",D,41528.0,30,0,30,INSTALLED AND USED,30.0,27.0,36.0,806.0,148.0,21400.0,2500.0,6.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-35,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41533.0,30,3,120,INSTALLED AND USED,15.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,SAN BERNARDINO,2013-36,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41554.0,30,0,30,INSTALLED AND USED,105.0,25.0,225.0,2658.0,369.0,85600.0,10000.0,5.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,SAN BERNARDINO,2013-37,PACE,HOFFMAN,NARCOTICS,"WC,TX",D,41562.0,30,0,30,INSTALLED AND USED,114.0,82.0,46.0,9367.0,1032.0,73000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
