State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Result Related
CALIFORNIA,RIVERSIDE,2014-341,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41787.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-342,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41787.0,30,0,30,INSTALLED AND USED,30.0,205.0,260.0,6163.0,909.0,27560.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-343,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41788.0,30,0,30,INSTALLED AND USED,30.0,111.0,238.0,3324.0,245.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-344,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41788.0,30,0,30,INSTALLED AND USED,16.0,96.0,7.0,1536.0,305.0,14666.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-345,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41788.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-346,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41788.0,30,0,30,INSTALLED AND USED,60.0,41.0,143.0,2437.0,312.0,34500.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-347,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41793.0,30,0,30,INSTALLED AND USED,30.0,115.0,28.0,3464.0,921.0,27160.0,1600.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-348,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41793.0,30,0,30,INSTALLED AND USED,30.0,7.0,23.0,204.0,16.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-349,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41793.0,30,2,90,INSTALLED AND USED,30.0,67.0,100.0,1996.0,350.0,54664.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-350,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41794.0,30,0,30,INSTALLED AND USED,60.0,178.0,379.0,10693.0,2110.0,51200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-351,HERNANDEZ,VAN WAGENEN,MURDER,WC,D,41794.0,30,0,30,INSTALLED AND USED,30.0,1378.0,39.0,41344.0,15341.0,117240.0,15000.0,9.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-352,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41795.0,30,0,30,INSTALLED AND USED,30.0,166.0,711.0,4967.0,998.0,97616.0,10200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-353,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41795.0,30,0,30,INSTALLED AND USED,30.0,12.0,12.0,352.0,49.0,46800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-354,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41796.0,30,0,30,INSTALLED AND USED,58.0,82.0,50.0,4775.0,1589.0,52300.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-355,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41796.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,NR,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-356,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41796.0,30,0,30,INSTALLED AND USED,30.0,10.0,16.0,305.0,123.0,20000.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-357,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41796.0,30,0,30,INSTALLED AND USED,30.0,23.0,4.0,698.0,158.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-358,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41799.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,1.0,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-359,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41799.0,30,1,60,INSTALLED AND USED,30.0,0.0,NR,6.0,NR,26700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-360,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41799.0,30,1,60,INSTALLED AND USED,30.0,36.0,75.0,1073.0,463.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-361,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41800.0,30,1,60,INSTALLED AND USED,30.0,0.0,NR,2.0,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-362,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41800.0,30,0,30,INSTALLED AND USED,30.0,6.0,10.0,193.0,51.0,27160.0,1600.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-363,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41800.0,30,1,60,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-364,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-365,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED AND USED,30.0,116.0,54.0,3494.0,1673.0,67500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-366,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED AND USED,60.0,15.0,44.0,904.0,144.0,7600.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-367,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-368,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED AND USED,90.0,15.0,118.0,1360.0,226.0,60000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-369,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED AND USED,30.0,83.0,45.0,2501.0,583.0,23400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-370,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED AND USED,30.0,165.0,27.0,4942.0,219.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-371,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED AND USED,30.0,8.0,7.0,248.0,100.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-372,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-373,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41806.0,30,1,60,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-374,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41806.0,30,0,30,INSTALLED AND USED,30.0,106.0,105.0,3175.0,810.0,41428.0,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-375,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41806.0,30,0,30,INSTALLED AND USED,30.0,31.0,126.0,924.0,356.0,52166.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-376,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41807.0,30,0,30,INSTALLED AND USED,30.0,31.0,66.0,924.0,280.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-377,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41807.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-378,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41809.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-379,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41809.0,30,0,30,INSTALLED AND USED,30.0,317.0,554.0,9504.0,1267.0,67178.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-380,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41813.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,NR,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-381,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41816.0,30,0,30,INSTALLED AND USED,60.0,34.0,32.0,2015.0,443.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-382,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,0,30,INSTALLED AND USED,30.0,108.0,105.0,3232.0,1228.0,16000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-383,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,0,30,INSTALLED AND USED,30.0,1.0,2.0,20.0,4.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-384,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,5,180,INSTALLED AND USED,30.0,122.0,15.0,3661.0,1002.0,64500.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-385,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,2,90,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-386,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,0,30,INSTALLED AND USED,60.0,30.0,49.0,1807.0,409.0,25351.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-387,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,0,30,INSTALLED AND USED,30.0,39.0,47.0,1179.0,106.0,42569.0,22569.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-388,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,1,60,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-389,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41821.0,30,2,90,INSTALLED AND USED,18.0,0.0,NR,NR,NR,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-390,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41822.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-391,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41822.0,30,0,30,INSTALLED AND USED,30.0,36.0,109.0,1090.0,567.0,34674.0,5950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-392,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41822.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-393,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41823.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-394,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41827.0,30,1,60,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-395,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41828.0,30,0,30,INSTALLED AND USED,60.0,12.0,37.0,738.0,163.0,43014.0,1120.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-396,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41828.0,30,0,30,INSTALLED AND USED,30.0,40.0,7.0,1197.0,634.0,27000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-397,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41829.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-398,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41829.0,30,0,30,INSTALLED AND USED,30.0,709.0,27.0,21267.0,15670.0,91680.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-399,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41829.0,30,0,30,INSTALLED AND USED,2.0,855.0,16.0,1710.0,10.0,2347.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-400,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41829.0,30,0,30,INSTALLED AND USED,60.0,1210.0,124.0,72602.0,22333.0,29242.0,2026.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-401,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41829.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-402,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41829.0,30,0,30,INSTALLED AND USED,25.0,39.0,23.0,980.0,185.0,18700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-403,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41834.0,30,0,30,INSTALLED AND USED,30.0,26.0,70.0,777.0,163.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-404,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41834.0,30,1,60,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-405,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41835.0,30,0,30,INSTALLED AND USED,30.0,18.0,23.0,549.0,6.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-406,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41835.0,30,0,30,INSTALLED AND USED,30.0,127.0,540.0,3801.0,648.0,107050.0,7050.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-407,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41835.0,30,1,60,INSTALLED AND USED,27.0,0.0,2.0,1.0,NR,13651.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-408,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41837.0,30,0,30,INSTALLED AND USED,13.0,46.0,30.0,603.0,197.0,12006.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-409,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41837.0,30,0,30,INSTALLED AND USED,30.0,44.0,61.0,1313.0,419.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-410,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41837.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-411,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41841.0,30,0,30,INSTALLED AND USED,30.0,47.0,7.0,1416.0,54.0,26760.0,25560.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-412,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41842.0,30,0,30,INSTALLED AND USED,30.0,76.0,10.0,2280.0,305.0,20000.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-413,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41842.0,30,0,30,INSTALLED AND USED,60.0,95.0,107.0,5674.0,466.0,20000.0,2000.0,4.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-414,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41842.0,30,0,30,INSTALLED AND USED,30.0,96.0,38.0,2867.0,278.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-415,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41842.0,30,0,30,INSTALLED AND USED,30.0,29.0,7.0,875.0,295.0,27882.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-416,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41842.0,30,0,30,INSTALLED AND USED,30.0,104.0,115.0,3115.0,199.0,26466.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-417,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41843.0,30,1,60,INSTALLED AND USED,30.0,56.0,70.0,1665.0,312.0,26883.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-418,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41843.0,30,0,30,INSTALLED AND USED,30.0,57.0,79.0,1710.0,199.0,25600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-419,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41843.0,30,0,30,INSTALLED AND USED,30.0,129.0,78.0,3869.0,345.0,71400.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-420,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41844.0,30,0,30,INSTALLED AND USED,15.0,25.0,9.0,381.0,155.0,20000.0,2000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-421,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41844.0,30,0,30,INSTALLED AND USED,30.0,1.0,1.0,43.0,4.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-422,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41845.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-423,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41845.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-424,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41845.0,30,2,90,INSTALLED AND USED,17.0,182.0,41.0,3100.0,1747.0,16284.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-425,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41845.0,30,0,30,INSTALLED AND USED,30.0,131.0,29.0,3943.0,166.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-426,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41848.0,30,0,30,INSTALLED AND USED,30.0,2.0,1.0,59.0,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-427,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41848.0,30,0,30,INSTALLED AND USED,30.0,275.0,39.0,8253.0,381.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-428,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41848.0,30,0,30,INSTALLED AND USED,30.0,76.0,39.0,2272.0,1233.0,53049.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-429,HERNANDEZ,VAN WAGENEN,OTHER,WC,D,41848.0,30,0,30,INSTALLED AND USED,30.0,203.0,327.0,6089.0,1995.0,27466.0,1775.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-430,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41850.0,30,1,60,INSTALLED AND USED,60.0,374.0,134.0,22459.0,2019.0,84480.0,7800.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-431,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41850.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-432,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41850.0,30,0,30,INSTALLED AND USED,30.0,79.0,67.0,2371.0,818.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-433,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41852.0,30,1,60,INSTALLED AND USED,30.0,110.0,32.0,3288.0,519.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-434,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41852.0,30,0,30,INSTALLED AND USED,29.0,146.0,7.0,4236.0,1126.0,80874.0,6750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-435,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41852.0,30,0,30,INSTALLED AND USED,60.0,14.0,36.0,848.0,199.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-436,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41855.0,30,0,30,INSTALLED AND USED,30.0,119.0,44.0,3567.0,306.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-437,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41855.0,30,0,30,INSTALLED AND USED,21.0,47.0,40.0,993.0,304.0,28222.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-438,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41855.0,30,0,30,INSTALLED AND USED,30.0,125.0,116.0,3746.0,371.0,26203.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-439,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41856.0,30,1,60,INSTALLED AND USED,30.0,29.0,21.0,870.0,63.0,25500.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-440,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41856.0,30,0,30,INSTALLED AND USED,30.0,4.0,13.0,122.0,9.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-441,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41856.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-442,HERNANDEZ,VAN WAGENEN,OTHER,WC,D,41856.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,RIVERSIDE,2014-443,HERNANDEZ,VAN WAGENEN,NARCOTICS,WC,D,41856.0,30,1,60,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
