Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,,
"CALIFORNIA, EASTERN",2014-15,MENDEZ,BITKOWER,NARCOTICS,"WC,TX",D,41863.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,15
"CALIFORNIA, EASTERN",2014-16,O'NEILL,O'BRIEN,NARCOTICS,"WC,TX",D,41921.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,16
"CALIFORNIA, EASTERN",2014-17,MENDEZ,O'BRIEN,NARCOTICS,"WC,TX",D,41947.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,17
"CALIFORNIA, EASTERN",2014-18,"ENGLAND, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,41950.0,29,0,29,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,18
"CALIFORNIA, EASTERN",2014-19,BURRELL,O'BRIEN,NARCOTICS,"WC,TX",D,41968.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,19
"CALIFORNIA, NORTHERN",2008-12,HALL PATEL,ROTH,NARCOTICS,WC,D,39465.0,30,2,90,INSTALLED AND USED,90.0,40.0,14.0,3621.0,212.0,434811.0,32000.0,22.0,0.0,0.0,2.0,0.0,21.0,,,2008,12
"CALIFORNIA, NORTHERN",2011-9,BREYER,WEINSTEIN,NARCOTICS,WC,D,40518.0,30,0,30,INSTALLED AND USED,30.0,0.0,1.0,4.0,NR,43969.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2011,9
"CALIFORNIA, NORTHERN",2012-19,DAVILA,BROWN,NARCOTICS,WC,D,41185.0,30,1,60,INSTALLED AND USED,44.0,26.0,14.0,1131.0,912.0,77777.0,2572.0,15.0,0.0,0.0,0.0,0.0,1.0,,,2012,19
"CALIFORNIA, NORTHERN",2013-31,CHEN,HULSER,NARCOTICS,"WC,TX",D,41277.0,30,0,30,INSTALLED AND USED,24.0,60.0,11.0,1433.0,164.0,23324.0,2900.0,4.0,0.0,0.0,0.0,0.0,0.0,,,2013,31
"CALIFORNIA, NORTHERN",2013-32,DAVILA,BLANCO,NARCOTICS,"WC,TX",D,41329.0,30,1,60,INSTALLED AND USED,32.0,201.0,201.0,6445.0,2550.0,73809.0,6318.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,32
"CALIFORNIA, NORTHERN",2013-33,ILLSTON,BLANCO,NARCOTICS,"WC,TX",D,41346.0,30,0,30,INSTALLED AND USED,30.0,64.0,14.0,1929.0,202.0,24860.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-31,2013,33
"CALIFORNIA, NORTHERN",2013-34,DAVILA,O'BRIEN,NARCOTICS,"WC,TX",D,41367.0,30,0,30,INSTALLED AND USED,30.0,137.0,66.0,4110.0,1574.0,25781.0,3284.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,34
"CALIFORNIA, NORTHERN",2013-35,DAVILA,O'BRIEN,NARCOTICS,TX,D,41417.0,30,0,30,INSTALLED AND USED,30.0,612.0,1.0,18353.0,2952.0,12980.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,35
"CALIFORNIA, NORTHERN",2013-36,DAVILA,BLANCO,NARCOTICS,WC,D,41422.0,30,2,90,INSTALLED AND USED,90.0,35.0,198.0,3186.0,1983.0,80168.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,36
"CALIFORNIA, NORTHERN",2013-37,DAVILA,BLANCO,NARCOTICS,"WC,TX",D,41436.0,30,0,30,INSTALLED AND USED,30.0,795.0,145.0,23863.0,1580.0,99736.0,6509.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,37
"CALIFORNIA, NORTHERN",2013-38,BREYER,O'BRIEN,NARCOTICS,TX,D,41443.0,30,0,30,INSTALLED AND USED,30.0,841.0,13.0,25218.0,895.0,26838.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,38
"CALIFORNIA, NORTHERN",2013-39,DAVILA,BLANCO,NARCOTICS,WC,D,41509.0,30,0,30,INSTALLED AND USED,29.0,3.0,16.0,73.0,58.0,25405.0,2568.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,39
"CALIFORNIA, NORTHERN",2013-40,WILKEN,BLANCO,NARCOTICS,"TX,WC",D,41521.0,30,1,60,INSTALLED AND USED,60.0,90.0,91.0,5414.0,954.0,25896.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,40
"CALIFORNIA, NORTHERN",2013-41,DAVILA,O'BRIEN,NARCOTICS,WC,D,41556.0,30,1,60,INSTALLED AND USED,60.0,4.0,46.0,238.0,122.0,49512.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-5,2013,41
"CALIFORNIA, NORTHERN",2013-42,DAVILA,O'BRIEN,NARCOTICS,"WC,TX",D,41571.0,30,0,30,INSTALLED AND USED,12.0,0.0,NR,NR,NR,24481.0,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,42
"CALIFORNIA, NORTHERN",2013-43,DAVILA,BLANCO,NARCOTICS,"WC,TX",D,41599.0,30,0,30,INSTALLED AND USED,29.0,75.0,90.0,2163.0,302.0,51413.0,5625.0,5.0,0.0,0.0,0.0,0.0,0.0,,,2013,43
"CALIFORNIA, NORTHERN",2014-1,SEEBORG,BLANCO,NARCOTICS,WC,D,41646.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
"CALIFORNIA, NORTHERN",2014-2,CHEN,BLANCO,NARCOTICS,"WC,TX",D,41698.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
"CALIFORNIA, NORTHERN",2014-3,SEEBORG,BITKOWER,NARCOTICS,"WC,TX",D,41701.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
"CALIFORNIA, NORTHERN",2014-4,WILKEN,BITKOWER,NARCOTICS,WC,D,41708.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
"CALIFORNIA, NORTHERN",2014-5,DAVILA,BLANCO,NARCOTICS,"TX,WC",D,41726.0,30,1,60,INSTALLED AND USED,58.0,33.0,7.0,1929.0,267.0,48848.0,3400.0,5.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
"CALIFORNIA, NORTHERN",2014-6,ORRICK,O'BRIEN,NARCOTICS,"TX,WC",D,41730.0,30,0,30,INSTALLED AND USED,30.0,39.0,89.0,1175.0,1101.0,39653.0,2393.0,11.0,0.0,0.0,0.0,0.0,11.0,,,2014,6
"CALIFORNIA, NORTHERN",2014-7,DAVILA,BLANCO,NARCOTICS,WC,D,41730.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
"CALIFORNIA, NORTHERN",2014-8,ORRICK,O'BRIEN,NARCOTICS,WC,D,41737.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,8
"CALIFORNIA, NORTHERN",2014-9,ORRICK,O'BRIEN,NARCOTICS,WC,D,41750.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,9
"CALIFORNIA, NORTHERN",2014-10,ORRICK,O'BRIEN,NARCOTICS,"WC,TX",D,41828.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,10
"CALIFORNIA, NORTHERN",2014-11,CHEN,O'BRIEN,NARCOTICS,"WC,TX",D,41828.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,11
"CALIFORNIA, NORTHERN",2014-12,ORRICK,BLANCO,NARCOTICS,"WC,TX",D,41863.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,12
"CALIFORNIA, NORTHERN",2014-13,DAVILA,BLANCO,NARCOTICS,WC,D,41915.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,13
"CALIFORNIA, SOUTHERN",2008-14,HOUSTON,BLANCO,NARCOTICS,"WC,WO",D,39632.0,30,1,60,INSTALLED AND USED,60.0,12.0,119.0,738.0,336.0,60769.0,6650.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2008,14
"CALIFORNIA, SOUTHERN",2009-6,MILLER,KEENEY,NARCOTICS,WC,D,39948.0,30,1,60,INSTALLED AND USED,60.0,83.0,53.0,4974.0,879.0,68295.0,8800.0,6.0,6.0,0.0,0.0,0.0,6.0,,,2009,6
"CALIFORNIA, SOUTHERN",2010-24,SAMMARTINO,BLANCO,FRAUD,"WC,WO",D,40436.0,30,0,30,INSTALLED AND USED,30.0,28.0,136.0,850.0,850.0,109307.0,1832.0,4.0,0.0,0.0,0.0,0.0,0.0,,,2010,24
"CALIFORNIA, SOUTHERN",2010-25,BURNS,KEENEY,NARCOTICS,"WC,WO",D,40438.0,30,0,30,INSTALLED AND USED,29.0,2.0,17.0,65.0,NR,69431.0,13385.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2010,25
"CALIFORNIA, SOUTHERN",2011-65,BURNS,BLANCO,NARCOTICS,WC,D,40480.0,30,4,150,INSTALLED AND USED,150.0,5.0,161.0,693.0,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-25,,2011,65
"CALIFORNIA, SOUTHERN",2011-66,LORENZ,BLANCO,NARCOTICS,WC,D,40606.0,30,1,60,INSTALLED AND USED,49.0,72.0,56.0,3533.0,201.0,23282.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2011,66
"CALIFORNIA, SOUTHERN",2011-67,BURNS,BLANCO,NARCOTICS,WC,D,40640.0,30,0,30,INSTALLED AND USED,30.0,16.0,117.0,483.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-25,,2011,67
"CALIFORNIA, SOUTHERN",2012-100,BENITEZ,BLANCO,NARCOTICS,WC,D,40882.0,30,1,60,INSTALLED AND USED,52.0,110.0,80.0,5743.0,462.0,90781.0,1400.0,48.0,1.0,1.0,8.0,0.0,37.0,,,2012,100
"CALIFORNIA, SOUTHERN",2012-101,ANELLO,BURETTA,NARCOTICS,WC,D,40904.0,30,0,30,INSTALLED AND USED,30.0,440.0,80.0,13203.0,804.0,48199.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,101
"CALIFORNIA, SOUTHERN",2012-102,BATTAGLIA,BLANCO,NARCOTICS,WC,D,40955.0,30,0,30,INSTALLED AND USED,30.0,8.0,10.0,238.0,16.0,52876.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,102
"CALIFORNIA, SOUTHERN",2012-103,BATTAGLIA,BROWN,NARCOTICS,WC,D,40987.0,30,0,30,INSTALLED AND USED,30.0,7.0,19.0,202.0,3.0,53500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,103
"CALIFORNIA, SOUTHERN",2012-104,BATTAGLIA,SWARTZ,NARCOTICS,"WC,TX",D,41012.0,30,2,90,INSTALLED AND USED,90.0,157.0,380.0,14096.0,1465.0,113533.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,104
"CALIFORNIA, SOUTHERN",2012-105,BATTAGLIA,BROWN,NARCOTICS,WC,D,41047.0,30,0,30,INSTALLED AND USED,30.0,1.0,3.0,24.0,NR,47019.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,105
"CALIFORNIA, SOUTHERN",2012-106,BATTAGLIA,WEINSTEIN,NARCOTICS,"WC,WO",D,41047.0,30,1,60,INSTALLED AND USED,60.0,198.0,325.0,11908.0,1606.0,98345.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,106
"CALIFORNIA, SOUTHERN",2012-107,GONZALEZ,WEINSTEIN,NARCOTICS,WC,D,41071.0,30,2,90,INSTALLED AND USED,90.0,13.0,78.0,1214.0,320.0,67456.0,4100.0,18.0,0.0,0.0,0.0,0.0,0.0,,,2012,107
"CALIFORNIA, SOUTHERN",2012-108,BATTAGLIA,WEINSTEIN,NARCOTICS,WC,D,41080.0,30,0,30,INSTALLED AND USED,30.0,15.0,41.0,439.0,16.0,38312.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,108
"CALIFORNIA, SOUTHERN",2012-109,BATTAGLIA,WEINSTEIN,NARCOTICS,"WC,WO",D,41080.0,30,0,30,INSTALLED AND USED,30.0,425.0,158.0,12741.0,895.0,65114.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,109
"CALIFORNIA, SOUTHERN",2012-110,GONZALEZ,BROWN,NARCOTICS,WC,D,41081.0,30,0,30,INSTALLED AND USED,26.0,7.0,37.0,188.0,31.0,40508.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-107,2012,110
"CALIFORNIA, SOUTHERN",2012-111,BATTAGLIA,BROWN,NARCOTICS,WC,D,41096.0,30,0,30,INSTALLED AND USED,30.0,150.0,127.0,4503.0,259.0,65114.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-100,2012,111
"CALIFORNIA, SOUTHERN",2012-112,GONZALEZ,BLANCO,NARCOTICS,WC,D,41100.0,30,2,90,INSTALLED AND USED,90.0,6.0,69.0,521.0,171.0,10574.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-107,2012,112
"CALIFORNIA, SOUTHERN",2012-113,BENITEZ,BLANCO,KIDNAPPING,WC,D,41120.0,30,0,30,INSTALLED AND USED,30.0,52.0,1332.0,1553.0,1553.0,70410.0,481.0,4.0,0.0,0.0,0.0,0.0,4.0,,,2012,113
"CALIFORNIA, SOUTHERN",2012-114,BENITEZ,BLANCO,NARCOTICS,WC,D,41120.0,30,0,30,INSTALLED AND USED,30.0,6.0,15.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-113,RELATED TO NO. 2012-113,2012,114
"CALIFORNIA, SOUTHERN",2012-115,GONZALEZ,BROWN,NARCOTICS,WC,D,41130.0,30,2,90,INSTALLED AND USED,74.0,52.0,298.0,3868.0,1126.0,115809.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-107,2012,115
"CALIFORNIA, SOUTHERN",2012-116,GONZALEZ,BURETTA,NARCOTICS,WC,D,41171.0,30,1,60,INSTALLED AND USED,60.0,123.0,255.0,7393.0,743.0,95065.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-107,2012,116
"CALIFORNIA, SOUTHERN",2012-117,HUFF,BLANCO,CONSPIRACY,WC,D,41199.0,30,0,30,INSTALLED AND USED,30.0,2.0,18.0,61.0,61.0,207911.0,2836.0,6.0,1.0,0.0,1.0,0.0,4.0,,,2012,117
"CALIFORNIA, SOUTHERN",2012-118,GONZALEZ,SWARTZ,NARCOTICS,WC,D,41208.0,30,0,30,INSTALLED AND USED,30.0,46.0,24.0,1379.0,72.0,10508.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-107,2012,118
"CALIFORNIA, SOUTHERN",2012-119,HUFF,RAMAN,CONSPIRACY,WC,D,41233.0,30,0,30,INSTALLED AND USED,30.0,277.0,27.0,8309.0,2849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-117,RELATED TO NO. 2012-117,2012,119
"CALIFORNIA, SOUTHERN",2013-125,LORENZ,HULSER,NARCOTICS,"TX,WC",D,41204.0,30,2,90,INSTALLED AND USED,89.0,85.0,195.0,7548.0,2556.0,114725.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,125
"CALIFORNIA, SOUTHERN",2013-126,LORENZ,O'BRIEN,NARCOTICS,WC,D,41298.0,30,12,390,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,126
"CALIFORNIA, SOUTHERN",2013-127,HUFF,O'BRIEN,CONSPIRACY,WC,D,41318.0,30,0,30,INSTALLED AND USED,30.0,766.0,64.0,22974.0,2849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-117,RELATED TO NO. 2012-117,2013,127
"CALIFORNIA, SOUTHERN",2013-128,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41368.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,128
"CALIFORNIA, SOUTHERN",2013-129,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41400.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,129
"CALIFORNIA, SOUTHERN",2013-130,LORENZ,O'BRIEN,NARCOTICS,"WC,TX",D,41422.0,30,6,210,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,130
"CALIFORNIA, SOUTHERN",2013-131,SAMMARTINO,O'BRIEN,NARCOTICS,TX,D,41438.0,30,2,90,INSTALLED AND USED,90.0,212.0,63.0,19061.0,1816.0,68841.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,131
"CALIFORNIA, SOUTHERN",2013-132,BATTAGLIA,BITKOWER,CORRUPTION,WC,D,41445.0,30,0,30,INSTALLED AND USED,30.0,178.0,110.0,5344.0,5344.0,41801.0,3808.0,3.0,0.0,0.0,0.0,0.0,2.0,,,2013,132
"CALIFORNIA, SOUTHERN",2013-133,BATTAGLIA,BITKOWER,CORRUPTION,WC,D,41446.0,30,1,60,INSTALLED AND USED,60.0,61.0,101.0,3651.0,3651.0,41801.0,3808.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-132,2013,133
"CALIFORNIA, SOUTHERN",2013-134,SAMMARTINO,BITKOWER,NARCOTICS,TX,D,41474.0,30,1,60,INSTALLED AND USED,60.0,211.0,29.0,12678.0,2175.0,46057.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,134
"CALIFORNIA, SOUTHERN",2013-135,BURNS,BITKOWER,NARCOTICS,"WC,TX",D,41486.0,30,0,30,INSTALLED AND USED,15.0,0.0,NR,NR,NR,20630.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,135
"CALIFORNIA, SOUTHERN",2013-136,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41492.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,136
"CALIFORNIA, SOUTHERN",2013-137,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41492.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,137
"CALIFORNIA, SOUTHERN",2013-138,SAMMARTINO,O'BRIEN,NARCOTICS,TX,D,41502.0,30,0,30,INSTALLED AND USED,30.0,507.0,100.0,15206.0,2115.0,46112.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,138
"CALIFORNIA, SOUTHERN",2013-139,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41533.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,139
"CALIFORNIA, SOUTHERN",2013-140,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41533.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,140
"CALIFORNIA, SOUTHERN",2013-141,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41533.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,141
"CALIFORNIA, SOUTHERN",2013-142,BURNS,O'BRIEN,NARCOTICS,"WC,TX",D,41533.0,30,0,30,INSTALLED AND USED,29.0,72.0,60.0,2100.0,500.0,38018.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2013,142
"CALIFORNIA, SOUTHERN",2013-143,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41586.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,143
"CALIFORNIA, SOUTHERN",2013-144,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41586.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,144
"CALIFORNIA, SOUTHERN",2013-145,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41586.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,145
"CALIFORNIA, SOUTHERN",2013-146,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41586.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,146
"CALIFORNIA, SOUTHERN",2013-147,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41586.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,147
"CALIFORNIA, SOUTHERN",2014-1,SAMMARTINO,O'BRIEN,NARCOTICS,"WC,TX",D,41586.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
"CALIFORNIA, SOUTHERN",2014-2,SABRAW,O'BRIEN,NARCOTICS,"WC,TX",D,41641.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
"CALIFORNIA, SOUTHERN",2014-3,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41669.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
"CALIFORNIA, SOUTHERN",2014-4,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41669.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
"CALIFORNIA, SOUTHERN",2014-5,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41669.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
"CALIFORNIA, SOUTHERN",2014-6,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41669.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,6
"CALIFORNIA, SOUTHERN",2014-7,SABRAW,O'BRIEN,NARCOTICS,"TX,WC",D,41695.0,30,2,90,INSTALLED AND USED,85.0,242.0,340.0,20597.0,2851.0,108740.0,6500.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
"CALIFORNIA, SOUTHERN",2014-8,SAMMARTINO,O'BRIEN,NARCOTICS,WO,O,41704.0,30,0,30,INSTALLED AND USED,30.0,9.0,14.0,281.0,48.0,27051.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,8
"CALIFORNIA, SOUTHERN",2014-9,LORENZ,BLANCO,NARCOTICS,WC,D,41704.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,9
"CALIFORNIA, SOUTHERN",2014-10,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41722.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,10
"CALIFORNIA, SOUTHERN",2014-11,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41722.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,11
"CALIFORNIA, SOUTHERN",2014-12,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41722.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,12
"CALIFORNIA, SOUTHERN",2014-13,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41722.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,13
"CALIFORNIA, SOUTHERN",2014-14,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41722.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,14
"CALIFORNIA, SOUTHERN",2014-15,HOUSTON,O'BRIEN,$LAUNDERING,WC,D,41722.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,15
