filename,Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related
2018-sheet-0.csv,KENTUCKY WESTERN,2018-69462,HALE,DAVID C. RYBICKI,DRUGS - ILLEGAL,WC,D,43410.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,KENTUCKY WESTERN,2018-69463,HALE,HULSER,DRUGS - ILLEGAL,WC,D,43325.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,KENTUCKY WESTERN,2018-69464,HALE,HULSER,DRUGS - ILLEGAL,WC,D,43328.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,KENTUCKY WESTERN,2018-69465,JENNINGS,MATTHEW S. MINER,DRUGS - ILLEGAL,WC,D,43364.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,KENTUCKY WESTERN,2018-69593,HALE,JOHN P. CRONAN,DRUGS - ILLEGAL,"TX,WC","D,N",43123.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,KENTUCKY WESTERN,2018-77647,"SIMPSON, III",HULSER,NARCOTICS,WC,D,43103.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,35.0,10,"1,059",365,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2017-77643
2018-sheet-0.csv,KENTUCKY WESTERN,2018-77649,JENNINGS,MINER,NARCOTICS,WC,D,43364.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,57.0,18,"1,704","1,571",33695.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,KENTUCKY WESTERN,2018-77651,HALE,HULSER,NARCOTICS,WC,D,43384.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,56.0,34,"1,284",462,29283.0,542.0,1.0,1.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2016-74828,BARBIER,BLANCO,NARCOTICS,WC,D,42660.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,134.0,276,"4,021","2,555",25226.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74808,FELDMAN,BLANCO,NARCOTICS,WC,D,42744.0,30.0,1.0,60.0,INSTALLED AND USED,38.0,0.0,0,0,0,50596.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74810,FALLON,MCFADDEN,NARCOTICS,WC,D,42873.0,30.0,1.0,60.0,INSTALLED AND USED,47.0,41.0,5,"1,950",948,49827.0,2325.0,1.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74812,MORGAN,DOWNING,NARCOTICS,WC,D,43000.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,125.0,28,"3,634",170,19148.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74814,AFRICK,HULSER,NARCOTICS,WC,D,42997.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,29411.0,1417.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74816,AFRICK,DOWNING,NARCOTICS,WC,D,42971.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,0.0,0,0,0,36871.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74818,MORGAN,RYBICKI,NARCOTICS,WC,D,42957.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,75804.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74820,ENGELHARDT,RYBICKI,NARCOTICS,WC,D,42956.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,28,325,61,26784.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74822,MILAZZO,AHMAD,NARCOTICS,WC,D,42800.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,135.0,193,"8,106","1,242",54763.0,3200.0,3.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74824,DUVAL,CHEUNG,NARCOTICS,WC,D,42703.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,79.0,127,"4,746","1,511",51752.0,1250.0,2.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-74826,ENGELHARDT,MCFADDEN,NARCOTICS,WC,D,43007.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,60.0,87,"1,798",661,25897.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-77435,LEMMON,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43074.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2017-77653,VIAL-LEMON,HULSER,CONSPIRACY,WC,D,42984.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,114.0,9,"10,300","1,500",391824.0,1560.0,14.0,0.0,0.0,0.0,1.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-69242,VANCE,HULSER,CONSPIRACY,WC,D,43305.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-69613,ZAINEY,SWARTZ,DRUGS - ILLEGAL,WC,D,43336.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-69705,VANCE,SWARTZ,CONSPIRACY,WC,D,43238.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-69782,ZAINEY,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43353.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-69923,VANCE,MATTHEW S. MINER,CONSPIRACY,WC,D,43347.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-70360,ZAINEY,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43336.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-70443,VANCE,SWARTZ,CONSPIRACY,WC,D,43278.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-71672,AFRICK,MATTHEW S. MINER,CONSPIRACY,WC,D,43388.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-71679,BROWN,DAVID C. RYBICKI,FIREARMS,"TX,WC",D,43294.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-77655,VIAL-LEMON,RYBICKI,CONSPIRACY,WC,D,43074.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,17.0,10,500,250,403044.0,1250.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-77657,ENGELHARDT,CRONAN,NARCOTICS,WC,"D,N",43084.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,5,76,76,14361.0,1480.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-77659,LEMELLE,HULSER,CONSPIRACY,WC,D,43186.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,45.0,33,"2,686","2,271",43023.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-77661,LEMELLE,DOWNING,OTHER,WC,D,43235.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0.0,0.0,0,0,0,625.0,625.0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA EASTERN,2018-77663,LEMELLE,HULSER,OTHER,WC,D,43265.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0.0,0.0,0,0,0,880.0,880.0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-69184,JACKSON,DOWNING,CONSPIRACY,"TX,WC",D,42909.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-69388,JACKSON,HULSER,CONSPIRACY,"TX,WC",D,42891.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-69417,JACKSON,DAVID C. RYBICKI,CONSPIRACY,"TX,WC",D,42961.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-69430,JACKSON,BLANCO,CONSPIRACY,"TX,WC",D,42821.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-69662,BRADY,HULSER,CONSPIRACY,"TX,WC",D,42861.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-69909,JACKSON,DOWNING,CONSPIRACY,"TX,WC",D,42937.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-69925,JACKSON,HULSER,CONSPIRACY,"TX,WC",D,42891.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-70025,JACKSON,HULSER,CONSPIRACY,WC,D,42821.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-70434,JACKSON,TREVOR N. MCFADDEN,DRUGS - ILLEGAL,"TX,WC",D,42908.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-70440,JACKSON,TREVOR N. MCFADDEN,CONSPIRACY,"TX,WC",D,42845.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74830,JACKSON,MCFADDEN,NARCOTICS,WC,D,42844.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,76.0,58,"2,282",349,38760.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74832,BRADY,SWARTZ,NARCOTICS,WC,D,42881.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,10.0,40,203,14,25565.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74836,JACKSON,DOWNING,NARCOTICS,WC,D,42908.0,30.0,1.0,60.0,INSTALLED AND USED,48.0,37.0,59,"1,779","1,376",61066.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74838,JACKSON,HULSER,NARCOTICS,WC,D,42888.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,56.0,138,"1,665",560,38210.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74840,JACKSON,DOWNING,NARCOTICS,WC,D,42936.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,80.0,49,"2,386",258,37985.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74842,BRADY,HULSER,NARCOTICS,WC,D,42860.0,30.0,1.0,60.0,INSTALLED AND USED,46.0,157.0,80,"7,222","1,197",79170.0,4650.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74844,JACKSON,RYBICKI,NARCOTICS,WC,D,42957.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,24.0,25,329,267,18113.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2017-74846,JACKSON,AHMAD,NARCOTICS,WC,D,42803.0,30.0,2.0,90.0,INSTALLED AND USED,60.0,1043.0,80,"62,579","12,493",77254.0,2734.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-69112,JACKSON,SWARTZ,CONSPIRACY,WC,D,43126.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-69297,DEGRAVELLES,HULSER,CONSPIRACY,WC,D,43140.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-70506,DEGRAVELLES,"RICHARD W. DOWNING, ACTING DAAG",CONSPIRACY,"TX,WC",D,43388.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-70561,DEGRAVELLES,HULSER,CONSPIRACY,"AP,TX,WC",D,43342.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-70751,DEGRAVELLES,HULSER,CONSPIRACY,AP,O,43396.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-74834,DEGRAVELLES,HULSER,NARCOTICS,WC,D,43082.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,46.0,15,"1,369",102,25531.0,475.0,1.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-77665,JACKSON,SWARTZ,NARCOTICS,WC,D,43126.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,99043.0,1600.0,1.0,0.0,0.0,0.0,1.0,0.0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-77667,DEGRAVELLES,HULSER,NARCOTICS,WC,D,43140.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,4,155,25,99043.0,1600.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,LOUISIANA MIDDLE,2018-77669,JACKSON,HULSER,NARCOTICS,WC,D,43397.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,18.0,100,553,390,34091.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA WESTERN,2012-74850,"HICKS, JR.",BLANCO,NARCOTICS,WC,D,41135.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,40.0,6,798,182,25465.0,625.0,4.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA WESTERN,2017-74848,DRELL,HULSER,NARCOTICS,WC,D,42970.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,79.0,37,"2,384",25,37910.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA WESTERN,2018-77671,HICKS,DAY,NARCOTICS,WC,D,43133.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,233.0,67,"14,000",697,61994.0,1550.0,2.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA WESTERN,2018-77673,HICKS,MINER,NARCOTICS,WC,D,43216.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,55,100,30,61219.0,775.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,LOUISIANA WESTERN,2018-77675,DRELL,DRISCOLL,CONSPIRACY,WC,D,43241.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,30,909,415,31628.0,290.0,5.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,LOUISIANA WESTERN,2018-77677,DRELL,RYBICKI,CONSPIRACY,WC,D,43290.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,14.0,0,419,179,32741.0,1479.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,LOUISIANA WESTERN,2018-77679,TORRESEN,SWARTZ,CONSPIRACY,WC,D,43349.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,101.0,0,"3,024",256,31887.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MAINE,2017-71267,LEVY,SWARTZ,GAMBLING,WC,D,42797.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,MAINE,2017-71326,LEVY,ZAINAB AHMED,GAMBLING,WS,H,42808.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,MAINE,2017-74852,SINGAL,RYBICKI,NARCOTICS,WC,D,42880.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,320.0,28,"7,350","2,215",21777.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MAINE,2018-71309,LEVY,M. KENDALL DAY,NARCOTICS,WC,D,43139.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,MAINE,2018-71317,SINGAL,HULSER,NARCOTICS,"TX,WC",D,43251.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,MAINE,2018-71333,LEVY,DOWNING,NARCOTICS,WC,D,43124.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,MAINE,2018-77681,SINGAL,SWARTZ,NARCOTICS,WC,D,43095.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,86.0,28,"2,593",452,102906.0,5554.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MAINE,2018-77683,BREDAR,HULSER,NARCOTICS,WC,D,43251.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,128.0,113,"3,461",872,59455.0,866.0,7.0,0.0,0.0,0.0,0.0,1.0,
2018-sheet-0.csv,MARYLAND,2013-74864,MOTZ,HULSER,NARCOTICS,TX,D,41248.0,30.0,1.0,60.0,INSTALLED AND USED,38.0,219.0,159,"8,338","2,038",47431.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2014-74903,GRIMM,O'BRIEN,NARCOTICS,WC,D,41682.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,74536.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2015-77685,BREDAR,OBRIEN,NARCOTICS,WC,N,42272.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,47,894,311,56436.0,28900.0,22.0,0.0,1.0,0.0,0.0,5.0,
2018-sheet-0.csv,MARYLAND,2016-74888,BENNETT,BLANCO,NARCOTICS,WC,D,42542.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,104.0,147,"6,240",765,75810.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2016-77687,BREDAR,OBRIEN,NARCOTICS,WC,N,42310.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,17.0,137,"1,009",191,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2015-77685
2018-sheet-0.csv,MARYLAND,2016-77689,BREDAR,DOWNING,NARCOTICS,WC,N,42389.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,56,206,115,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2015-77685
2018-sheet-0.csv,MARYLAND,2016-77691,BREDAR,OBRIEN,NARCOTICS,WC,N,42432.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,15.0,26,"1,379",337,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2015-77685
2018-sheet-0.csv,MARYLAND,2016-77693,BREDAR,OBRIEN,NARCOTICS,WC,N,42465.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,28.0,13,"1,652","1,366",0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2015-77685
2018-sheet-0.csv,MARYLAND,2016-77695,HOLLANDER,SUH,NARCOTICS,WC,N,42702.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,12,81,70,85785.0,3770.0,9.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74856,MOTZ,MCFADDEN,NARCOTICS,WC,D,42881.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,0.0,0,0,0,28024.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74862,CHUANG,MCFADDEN,NARCOTICS,WC,D,42865.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,22.0,10,"1,300",200,79520.0,5000.0,5.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74866,MOTZ,DOWNING,NARCOTICS,WC,D,42968.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,553.0,237,"16,595","1,343",0,0,11.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74868,MOTZ,HULSER,NARCOTICS,WC,D,42983.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,7.0,34,152,79,0,0,1.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74870,GRIMM,HULSER,NARCOTICS,TX,D,43032.0,30.0,0.0,30.0,INSTALLED AND USED,3.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,MARYLAND,2017-74872,MOTZ,DAY,NARCOTICS,WC,D,42775.0,30.0,1.0,60.0,INSTALLED AND USED,43.0,484.0,608,"20,833","3,659",89194.0,7890.0,4.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74874,MOTZ,SWARTZ,NARCOTICS,WC,D,42936.0,30.0,1.0,60.0,INSTALLED AND USED,55.0,283.0,603,"15,584","1,607",202610.0,18855.0,3.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74876,MOTZ,RYBICKI,NARCOTICS,WC,D,43000.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,128.0,143,"5,619","1,554",0,0,1.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74884,MOTZ,MCFADDEN,NARCOTICS,WC,D,42958.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74890,MOTZ,HULSER,NARCOTICS,WC,D,42860.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,0.0,0,0,0,58290.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74899,GRIMM,HULSER,NARCOTICS,WC,D,43019.0,30.0,1.0,60.0,INSTALLED AND USED,18.0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-74901,MOTZ,MCFADDEN,NARCOTICS,WC,D,43013.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,33.0,62,626,125,0,0,9.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-77697,"RUSSELL, III",SWARTZ,SMUGGLING,WC,N,42972.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,75.0,50,"1,801",984,141636.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-77699,BREDAR,HULSER,NARCOTICS,WC,N,43012.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,8.0,10,509,353,72859.0,1640.0,1.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2017-77703,HOLLANDER,HULSER,MONEY LAUNDERING,WC,N,43038.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,23.0,15,418,411,113915.0,1120.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,MARYLAND,2017-77705,HOLLANDER,HULSER,SMUGGLING,WC,N,43056.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,9.0,8,126,63,4700.0,0.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,MARYLAND,2017-77707,BREDAR,HULSER,SMUGGLING,WC,N,43061.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,69.0,17,"1,577",784,42923.0,625.0,0,0,0.0,0.0,0.0,0,
2018-sheet-0.csv,MARYLAND,2018-69853,HOLLANDER,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43370.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-sheet-0.csv,MARYLAND,2018-74854,BREDAR,RYBICKI,NARCOTICS,WC,D,43182.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,87953.0,4750.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2018-74858,BREDAR,SWARTZ,NARCOTICS,TX,D,43194.0,30.0,1.0,60.0,INSTALLED AND USED,41.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-sheet-0.csv,MARYLAND,2018-74860,BREDAR,SWARTZ,NARCOTICS,WC,D,43131.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,95534.0,4450.0,0.0,0.0,0.0,0.0,0.0,0.0,
