Year,Age,ASFR_jp,ASFR_us
1968,18,0.00493,0.09511
1968,19,0.01248,0.13122
1968,20,0.02805,0.14887
1968,21,0.05679,0.16502
1968,22,0.08776,0.17456
1968,23,0.14761,0.17677
1968,24,0.20541,0.17278
1968,25,0.21936,0.16758
1968,26,0.23251,0.15511
1968,27,0.22158,0.13893
1968,28,0.19603,0.12398
1968,29,0.15990,0.10847
1968,30,0.13723,0.09265
1968,31,0.10526,0.08219
1968,32,0.08475,0.07396
1968,33,0.06422,0.06344
1968,34,0.04654,0.05632
1968,35,0.03548,0.04835
1968,36,0.02540,0.04116
1968,37,0.01786,0.03513
1968,38,0.01259,0.03021
1968,39,0.00866,0.02280
1968,40,0.00562,0.01785
1968,41,0.00337,0.01246
1968,42,0.00233,0.00897
1968,43,0.00149,0.00591
1968,44,0.00079,0.00317
1968,45,0.00040,0.00167
1968,46,0.00022,0.00077
1968,47,0.00010,0.00034
1968,48,0.00006,0.00017
1968,49,0.00003,0.00006
1968,50,0.00000,0.00000
1968,51,0.00001,0.00000
1968,52,0.00000,0.00000
1968,53,0.00001,0.00000
1968,54,0.00000,0.00000
1968,55,0.00000,0.00000
1969,12,0.00000,0.00017
1969,13,0.00000,0.00081
1969,14,0.00002,0.00429
1969,15,0.00006,0.01373
1969,16,0.00025,0.03368
1969,17,0.00141,0.06114
1969,18,0.00488,0.09528
1969,19,0.01275,0.12915
1969,20,0.02761,0.14609
1969,21,0.05436,0.16409
1969,22,0.09934,0.17257
1969,23,0.13540,0.17858
1969,24,0.19385,0.17040
1969,25,0.23236,0.16823
1969,26,0.22605,0.15996
1969,27,0.22129,0.14228
1969,28,0.19645,0.12741
1969,29,0.16685,0.11115
1969,30,0.13011,0.09313
1969,31,0.10577,0.08293
1969,32,0.08241,0.07260
1969,33,0.06560,0.06218
1969,34,0.04782,0.05400
1969,35,0.03463,0.04691
1969,36,0.02595,0.03828
1969,37,0.01787,0.03198
1969,38,0.01292,0.02722
1969,39,0.00874,0.02212
1969,40,0.00553,0.01613
1969,41,0.00358,0.01141
1969,42,0.00213,0.00816
1969,43,0.00138,0.00529
1969,44,0.00079,0.00308
1969,45,0.00040,0.00150
1969,46,0.00020,0.00065
1969,47,0.00010,0.00031
1969,48,0.00005,0.00017
1969,49,0.00003,0.00006
1969,50,0.00001,0.00000
1969,51,0.00001,0.00000
1969,52,0.00000,0.00000
1969,53,0.00000,0.00000
1969,54,0.00000,0.00000
1969,55,0.00000,0.00000
1970,12,0.00000,0.00032
1970,13,0.00000,0.00091
1970,14,0.00001,0.00457
1970,15,0.00010,0.01504
1970,16,0.00031,0.03707
1970,17,0.00150,0.06482
1970,18,0.00524,0.09817
1970,19,0.01312,0.12935
1970,20,0.02903,0.14600
1970,21,0.05553,0.16247
1970,22,0.09862,0.17227
1970,23,0.15626,0.17726
1970,24,0.17916,0.17246
1970,25,0.22169,0.16796
1970,26,0.24014,0.16022
1970,27,0.21633,0.14483
1970,28,0.19910,0.13037
1970,29,0.16824,0.11352
1970,30,0.13652,0.09430
1970,31,0.10026,0.08300
1970,32,0.08311,0.07210
1970,33,0.06337,0.06040
1970,34,0.04846,0.05126
1970,35,0.03464,0.04489
1970,36,0.02479,0.03708
1970,37,0.01824,0.03061
1970,38,0.01254,0.02581
1970,39,0.00851,0.02044
1970,40,0.00555,0.01551
1970,41,0.00358,0.01043
1970,42,0.00225,0.00758
1970,43,0.00121,0.00480
1970,44,0.00072,0.00251
1970,45,0.00044,0.00144
1970,46,0.00018,0.00060
1970,47,0.00009,0.00028
1970,48,0.00005,0.00010
1970,49,0.00003,0.00008
1970,50,0.00001,0.00000
1970,51,0.00003,0.00000
1970,52,0.00001,0.00000
1970,53,0.00000,0.00000
1970,54,0.00000,0.00000
1970,55,0.00000,0.00000
1971,12,0.00000,0.00015
1971,13,0.00000,0.00087
1971,14,0.00001,0.00456
1971,15,0.00003,0.01542
1971,16,0.00031,0.03670
1971,17,0.00171,0.06334
1971,18,0.00545,0.09219
1971,19,0.01390,0.11896
1971,20,0.02926,0.13181
1971,21,0.05650,0.14734
1971,22,0.09859,0.15597
1971,23,0.15419,0.16381
1971,24,0.20625,0.15689
1971,25,0.20513,0.15666
1971,26,0.22904,0.14723
1971,27,0.23286,0.13483
1971,28,0.19842,0.12131
1971,29,0.17319,0.10625
1971,30,0.13939,0.08751
1971,31,0.10614,0.07759
1971,32,0.07960,0.06542
1971,33,0.06435,0.05608
1971,34,0.04628,0.04633
1971,35,0.03466,0.04045
1971,36,0.02485,0.03415
1971,37,0.01720,0.02759
1971,38,0.01282,0.02309
1971,39,0.00858,0.01781
1971,40,0.00568,0.01342
1971,41,0.00349,0.00943
1971,42,0.00226,0.00655
1971,43,0.00122,0.00408
1971,44,0.00061,0.00222
1971,45,0.00036,0.00118
1971,46,0.00019,0.00057
1971,47,0.00009,0.00025
1971,48,0.00005,0.00009
1971,49,0.00003,0.00003
1971,50,0.00001,0.00000
1971,51,0.00001,0.00000
1971,52,0.00000,0.00000
1971,53,0.00000,0.00000
1971,54,0.00000,0.00000
1971,55,0.00001,0.00000
1972,12,0.00000,0.00014
1972,13,0.00000,0.00093
1972,14,0.00001,0.00473
1972,15,0.00003,0.01627
1972,16,0.00034,0.03815
1972,17,0.00182,0.06370
1972,18,0.00604,0.08811
1972,19,0.01479,0.10604
1972,20,0.03164,0.11567
1972,21,0.05832,0.12561
1972,22,0.10010,0.13304
1972,23,0.15564,0.13953
1972,24,0.20382,0.13740
1972,25,0.23379,0.13634
1972,26,0.20972,0.13196
1972,27,0.21503,0.11817
1972,28,0.20422,0.10750
1972,29,0.16622,0.09352
1972,30,0.13797,0.07835
1972,31,0.10522,0.06805
1972,32,0.08055,0.05835
1972,33,0.05924,0.04899
1972,34,0.04578,0.04081
1972,35,0.03240,0.03410
1972,36,0.02471,0.02970
1972,37,0.01667,0.02456
1972,38,0.01202,0.01995
1972,39,0.00852,0.01548
1972,40,0.00548,0.01158
1972,41,0.00346,0.00813
1972,42,0.00214,0.00592
1972,43,0.00126,0.00353
1972,44,0.00066,0.00203
1972,45,0.00029,0.00102
1972,46,0.00015,0.00050
1972,47,0.00011,0.00021
1972,48,0.00003,0.00009
1972,49,0.00002,0.00004
1972,50,0.00000,0.00000
1972,51,0.00000,0.00000
1972,52,0.00000,0.00000
1972,53,0.00000,0.00000
1972,54,0.00000,0.00000
1972,55,0.00000,0.00000
1973,12,0.00000,0.00017
1973,13,0.00000,0.00100
1973,14,0.00001,0.00498
1973,15,0.00004,0.01661
1973,16,0.00036,0.03767
1973,17,0.00201,0.06223
1973,18,0.00590,0.08386
1973,19,0.01539,0.09888
1973,20,0.03221,0.10662
1973,21,0.06039,0.11613
1973,22,0.10059,0.12227
1973,23,0.15342,0.12818
1973,24,0.20442,0.12688
1973,25,0.22853,0.12758
1973,26,0.23831,0.12370
1973,27,0.19744,0.11368
1973,28,0.18983,0.10182
1973,29,0.17394,0.08727
1973,30,0.13321,0.07337
1973,31,0.10553,0.06373
1973,32,0.08053,0.05384
1973,33,0.06241,0.04524
1973,34,0.04340,0.03674
1973,35,0.03295,0.03090
1973,36,0.02359,0.02579
1973,37,0.01693,0.02171
1973,38,0.01197,0.01766
1973,39,0.00811,0.01360
1973,40,0.00543,0.01007
1973,41,0.00339,0.00726
1973,42,0.00212,0.00514
1973,43,0.00115,0.00322
1973,44,0.00067,0.00167
1973,45,0.00033,0.00091
1973,46,0.00013,0.00042
1973,47,0.00008,0.00017
1973,48,0.00006,0.00007
1973,49,0.00003,0.00002
1973,50,0.00000,0.00000
1973,51,0.00000,0.00000
1973,52,0.00000,0.00000
1973,53,0.00000,0.00000
1973,54,0.00000,0.00000
1973,55,0.00000,0.00000
1974,12,0.00000,0.00018
1974,13,0.00000,0.00096
1974,14,0.00001,0.00486
1974,15,0.00005,0.01607
1974,16,0.00041,0.03634
1974,17,0.00191,0.05994
1974,18,0.00597,0.08098
1974,19,0.01452,0.09604
1974,20,0.03147,0.10492
1974,21,0.06008,0.11417
1974,22,0.10063,0.12075
1974,23,0.14747,0.12583
1974,24,0.19820,0.12428
1974,25,0.22381,0.12579
1974,26,0.22562,0.12319
1974,27,0.21666,0.11251
1974,28,0.16638,0.10381
1974,29,0.15147,0.08569
1974,30,0.13108,0.07216
1974,31,0.09507,0.06174
1974,32,0.07441,0.05236
1974,33,0.05653,0.04328
1974,34,0.04167,0.03516
1974,35,0.02917,0.02861
1974,36,0.02191,0.02391
1974,37,0.01502,0.01973
1974,38,0.01111,0.01594
1974,39,0.00740,0.01229
1974,40,0.00482,0.00918
1974,41,0.00319,0.00638
1974,42,0.00201,0.00448
1974,43,0.00112,0.00281
1974,44,0.00065,0.00150
1974,45,0.00029,0.00074
1974,46,0.00013,0.00041
1974,47,0.00006,0.00017
1974,48,0.00004,0.00007
1974,49,0.00001,0.00003
1974,50,0.00000,0.00000
1974,51,0.00000,0.00000
1974,52,0.00000,0.00000
1974,53,0.00000,0.00000
1974,54,0.00000,0.00000
1974,55,0.00000,0.00000
1975,12,0.00000,0.00015
1975,13,0.00000,0.00101
1975,14,0.00001,0.00486
1975,15,0.00004,0.01598
1975,16,0.00039,0.03535
1975,17,0.00184,0.05705
1975,18,0.00527,0.07785
1975,19,0.01280,0.09217
1975,20,0.02811,0.10109
1975,21,0.05503,0.10998
1975,22,0.09408,0.11572
1975,23,0.14117,0.12097
1975,24,0.18392,0.11951
1975,25,0.21204,0.12103
1975,26,0.21654,0.11780
1975,27,0.20009,0.11006
1975,28,0.18018,0.10126
1975,29,0.13036,0.08650
1975,30,0.11090,0.07114
1975,31,0.08940,0.06092
1975,32,0.06523,0.05105
1975,33,0.05006,0.04206
1975,34,0.03659,0.03445
1975,35,0.02649,0.02885
1975,36,0.01845,0.02241
1975,37,0.01372,0.01848
1975,38,0.00974,0.01527
1975,39,0.00675,0.01143
1975,40,0.00449,0.00873
1975,41,0.00274,0.00593
1975,42,0.00188,0.00409
1975,43,0.00101,0.00268
1975,44,0.00049,0.00158
1975,45,0.00024,0.00077
1975,46,0.00010,0.00034
1975,47,0.00005,0.00016
1975,48,0.00002,0.00006
1975,49,0.00001,0.00002
1975,50,0.00000,0.00000
1975,51,0.00000,0.00000
1975,52,0.00000,0.00000
1975,53,0.00000,0.00000
1975,54,0.00000,0.00000
1975,55,0.00000,0.00000
1976,12,0.00000,0.00018
1976,13,0.00000,0.00095
1976,14,0.00001,0.00464
1976,15,0.00004,0.01504
1976,16,0.00042,0.03402
1976,17,0.00184,0.05343
1976,18,0.00477,0.07327
1976,19,0.01134,0.08811
1976,20,0.02514,0.09775
1976,21,0.04983,0.10672
1976,22,0.08758,0.11294
1976,23,0.13591,0.11764
1976,24,0.17778,0.11773
1976,25,0.20194,0.11856
1976,26,0.21173,0.11679
1976,27,0.19961,0.10911
1976,28,0.17463,0.10282
1976,29,0.14768,0.08723
1976,30,0.10115,0.07506
1976,31,0.08117,0.06207
1976,32,0.06543,0.05162
1976,33,0.04675,0.04246
1976,34,0.03486,0.03418
1976,35,0.02477,0.02782
1976,36,0.01808,0.02290
1976,37,0.01219,0.01790
1976,38,0.00898,0.01476
1976,39,0.00611,0.01063
1976,40,0.00409,0.00788
1976,41,0.00265,0.00561
1976,42,0.00165,0.00395
1976,43,0.00091,0.00246
1976,44,0.00047,0.00136
1976,45,0.00026,0.00067
1976,46,0.00010,0.00035
1976,47,0.00004,0.00013
1976,48,0.00003,0.00005
1976,49,0.00001,0.00002
1976,50,0.00000,0.00000
1976,51,0.00000,0.00000
1976,52,0.00000,0.00000
1976,53,0.00000,0.00000
1976,54,0.00000,0.00000
1976,55,0.00000,0.00000
1977,12,0.00000,0.00015
1977,13,0.00000,0.00094
1977,14,0.00002,0.00454
1977,15,0.00005,0.01483
1977,16,0.00044,0.03303
1977,17,0.00165,0.05373
1977,18,0.00452,0.07310
1977,19,0.01043,0.08832
1977,20,0.02186,0.09940
1977,21,0.04429,0.10972
1977,22,0.07847,0.11557
1977,23,0.12564,0.12089
1977,24,0.17186,0.12082
1977,25,0.19569,0.12237
1977,26,0.20279,0.12076
1977,27,0.19649,0.11210
1977,28,0.17433,0.10689
1977,29,0.14430,0.09140
1977,30,0.11648,0.07768
1977,31,0.07592,0.06703
1977,32,0.06050,0.05396
1977,33,0.04863,0.04454
1977,34,0.03329,0.03459
1977,35,0.02447,0.02857
1977,36,0.01768,0.02281
1977,37,0.01187,0.01802
1977,38,0.00830,0.01448
1977,39,0.00585,0.01046
1977,40,0.00380,0.00778
1977,41,0.00258,0.00555
1977,42,0.00158,0.00386
1977,43,0.00091,0.00240
1977,44,0.00047,0.00126
1977,45,0.00023,0.00066
1977,46,0.00012,0.00031
1977,47,0.00004,0.00012
1977,48,0.00002,0.00005
1977,49,0.00001,0.00002
1977,50,0.00000,0.00000
1977,51,0.00000,0.00000
1977,52,0.00000,0.00000
1977,53,0.00000,0.00000
1977,54,0.00000,0.00000
1977,55,0.00000,0.00000
1978,12,0.00000,0.00015
1978,13,0.00000,0.00089
1978,14,0.00002,0.00438
1978,15,0.00007,0.01400
1978,16,0.00044,0.03101
1978,17,0.00178,0.05119
1978,18,0.00445,0.07251
1978,19,0.01064,0.08672
1978,20,0.02099,0.09675
1978,21,0.04052,0.10711
1978,22,0.07316,0.11283
1978,23,0.11835,0.11694
1978,24,0.16600,0.11731
1978,25,0.19514,0.11818
1978,26,0.20487,0.11758
1978,27,0.19414,0.11037
1978,28,0.17652,0.10570
1978,29,0.14855,0.08983
1978,30,0.11561,0.07830
1978,31,0.08938,0.06724
1978,32,0.05781,0.05597
1978,33,0.04499,0.04461
1978,34,0.03486,0.03503
1978,35,0.02374,0.02814
1978,36,0.01722,0.02276
1978,37,0.01177,0.01736
1978,38,0.00836,0.01423
1978,39,0.00549,0.00993
1978,40,0.00378,0.00722
1978,41,0.00231,0.00509
1978,42,0.00148,0.00362
1978,43,0.00087,0.00216
1978,44,0.00041,0.00112
1978,45,0.00019,0.00062
1978,46,0.00009,0.00030
1978,47,0.00004,0.00012
1978,48,0.00003,0.00004
1978,49,0.00001,0.00002
1978,50,0.00000,0.00000
1978,51,0.00000,0.00000
1978,52,0.00000,0.00000
1978,53,0.00000,0.00000
1978,54,0.00000,0.00000
1978,55,0.00000,0.00000
1979,12,0.00000,0.00015
1979,13,0.00000,0.00098
1979,14,0.00001,0.00446
1979,15,0.00005,0.01403
1979,16,0.00047,0.03091
1979,17,0.00183,0.05143
1979,18,0.00472,0.07248
1979,19,0.01066,0.08982
1979,20,0.02124,0.09927
1979,21,0.03909,0.10898
1979,22,0.06769,0.11543
1979,23,0.11199,0.12039
1979,24,0.15873,0.12060
1979,25,0.19082,0.12059
1979,26,0.20248,0.11964
1979,27,0.19583,0.11344
1979,28,0.17267,0.10931
1979,29,0.14859,0.09284
1979,30,0.11802,0.08154
1979,31,0.08821,0.06988
1979,32,0.06710,0.05789
1979,33,0.04356,0.04784
1979,34,0.03216,0.03708
1979,35,0.02454,0.02964
1979,36,0.01654,0.02309
1979,37,0.01160,0.01804
1979,38,0.00804,0.01424
1979,39,0.00555,0.01047
1979,40,0.00349,0.00723
1979,41,0.00223,0.00509
1979,42,0.00133,0.00346
1979,43,0.00083,0.00217
1979,44,0.00040,0.00124
1979,45,0.00019,0.00060
1979,46,0.00007,0.00026
1979,47,0.00004,0.00013
1979,48,0.00002,0.00006
1979,49,0.00000,0.00002
1979,50,0.00000,0.00000
1979,51,0.00000,0.00000
1979,52,0.00000,0.00000
1979,53,0.00000,0.00000
1979,54,0.00000,0.00000
1979,55,0.00000,0.00000
1980,12,0.00000,0.00016
1980,13,0.00000,0.00091
1980,14,0.00002,0.00449
1980,15,0.00005,0.01447
1980,16,0.00052,0.03099
1980,17,0.00205,0.05178
1980,18,0.00503,0.07357
1980,19,0.01125,0.09027
1980,20,0.02174,0.10314
1980,21,0.03885,0.11155
1980,22,0.06480,0.11740
1980,23,0.10447,0.12121
1980,24,0.15288,0.12121
1980,25,0.18595,0.12195
1980,26,0.20136,0.11954
1980,27,0.19443,0.11358
1980,28,0.17410,0.11068
1980,29,0.14477,0.09397
1980,30,0.11804,0.08397
1980,31,0.08924,0.07157
1980,32,0.06624,0.05974
1980,33,0.04999,0.04832
1980,34,0.03081,0.03912
1980,35,0.02279,0.03086
1980,36,0.01753,0.02418
1980,37,0.01143,0.01779
1980,38,0.00808,0.01419
1980,39,0.00564,0.01019
1980,40,0.00359,0.00729
1980,41,0.00216,0.00499
1980,42,0.00145,0.00345
1980,43,0.00076,0.00203
1980,44,0.00039,0.00117
1980,45,0.00020,0.00059
1980,46,0.00007,0.00027
1980,47,0.00004,0.00012
1980,48,0.00001,0.00006
1980,49,0.00001,0.00002
1980,50,0.00000,0.00000
1980,51,0.00000,0.00000
1980,52,0.00000,0.00000
1980,53,0.00000,0.00000
1980,54,0.00000,0.00000
1980,55,0.00000,0.00000
1981,12,0.00000,0.00014
1981,13,0.00000,0.00089
1981,14,0.00002,0.00439
1981,15,0.00007,0.01403
1981,16,0.00058,0.03041
1981,17,0.00215,0.05011
1981,18,0.00531,0.07156
1981,19,0.01160,0.08800
1981,20,0.02212,0.09963
1981,21,0.03863,0.11016
1981,22,0.06379,0.11448
1981,23,0.09969,0.11829
1981,24,0.14307,0.11911
1981,25,0.18157,0.11980
1981,26,0.19888,0.11851
1981,27,0.19345,0.11252
1981,28,0.17595,0.11053
1981,29,0.14858,0.09448
1981,30,0.11855,0.08483
1981,31,0.09134,0.07390
1981,32,0.06896,0.06087
1981,33,0.05052,0.04999
1981,34,0.03694,0.03936
1981,35,0.02295,0.03237
1981,36,0.01695,0.02464
1981,37,0.01217,0.01814
1981,38,0.00815,0.01387
1981,39,0.00568,0.00990
1981,40,0.00354,0.00717
1981,41,0.00228,0.00512
1981,42,0.00135,0.00323
1981,43,0.00077,0.00199
1981,44,0.00037,0.00106
1981,45,0.00016,0.00058
1981,46,0.00007,0.00024
1981,47,0.00002,0.00013
1981,48,0.00002,0.00006
1981,49,0.00001,0.00004
1981,50,0.00000,0.00000
1981,51,0.00000,0.00000
1981,52,0.00000,0.00000
1981,53,0.00000,0.00000
1981,54,0.00000,0.00000
1981,55,0.00000,0.00000
1982,12,0.00000,0.00015
1982,13,0.00000,0.00089
1982,14,0.00002,0.00453
1982,15,0.00006,0.01392
1982,16,0.00068,0.03097
1982,17,0.00235,0.05037
1982,18,0.00555,0.07155
1982,19,0.01228,0.08690
1982,20,0.02174,0.09877
1982,21,0.03832,0.10859
1982,22,0.06221,0.11514
1982,23,0.09837,0.11769
1982,24,0.13961,0.11820
1982,25,0.17565,0.11846
1982,26,0.20060,0.11799
1982,27,0.19835,0.11244
1982,28,0.18137,0.11067
1982,29,0.15501,0.09512
1982,30,0.12455,0.08514
1982,31,0.09391,0.07542
1982,32,0.07239,0.06392
1982,33,0.05360,0.05200
1982,34,0.03835,0.04154
1982,35,0.02764,0.03306
1982,36,0.01731,0.02639
1982,37,0.01197,0.01921
1982,38,0.00885,0.01478
1982,39,0.00566,0.00990
1982,40,0.00378,0.00727
1982,41,0.00230,0.00506
1982,42,0.00143,0.00350
1982,43,0.00074,0.00191
1982,44,0.00036,0.00105
1982,45,0.00018,0.00060
1982,46,0.00009,0.00027
1982,47,0.00004,0.00013
1982,48,0.00001,0.00006
1982,49,0.00000,0.00002
1982,50,0.00000,0.00000
1982,51,0.00000,0.00000
1982,52,0.00000,0.00000
1982,53,0.00000,0.00000
1982,54,0.00000,0.00000
1982,55,0.00000,0.00000
1983,12,0.00000,0.00014
1983,13,0.00000,0.00092
1983,14,0.00002,0.00438
1983,15,0.00010,0.01399
1983,16,0.00069,0.03051
1983,17,0.00264,0.05012
1983,18,0.00624,0.07008
1983,19,0.01284,0.08426
1983,20,0.02328,0.09527
1983,21,0.03837,0.10456
1983,22,0.06113,0.11019
1983,23,0.09433,0.11491
1983,24,0.13831,0.11414
1983,25,0.17380,0.11523
1983,26,0.19538,0.11458
1983,27,0.20081,0.11044
1983,28,0.18615,0.10876
1983,29,0.16228,0.09354
1983,30,0.13135,0.08616
1983,31,0.10065,0.07533
1983,32,0.07533,0.06444
1983,33,0.05699,0.05370
1983,34,0.04124,0.04236
1983,35,0.02866,0.03395
1983,36,0.02070,0.02625
1983,37,0.01213,0.02011
1983,38,0.00891,0.01517
1983,39,0.00625,0.01014
1983,40,0.00379,0.00710
1983,41,0.00239,0.00494
1983,42,0.00142,0.00337
1983,43,0.00078,0.00195
1983,44,0.00038,0.00101
1983,45,0.00018,0.00051
1983,46,0.00007,0.00030
1983,47,0.00002,0.00009
1983,48,0.00001,0.00006
1983,49,0.00001,0.00002
1983,50,0.00000,0.00000
1983,51,0.00000,0.00000
1983,52,0.00000,0.00000
1983,53,0.00000,0.00000
1983,54,0.00000,0.00000
1983,55,0.00000,0.00000
1984,12,0.00000,0.00019
1984,13,0.00000,0.00095
1984,14,0.00002,0.00433
1984,15,0.00010,0.01343
1984,16,0.00084,0.03011
1984,17,0.00261,0.04937
1984,18,0.00616,0.07035
1984,19,0.01365,0.08387
1984,20,0.02328,0.09429
1984,21,0.03807,0.10314
1984,22,0.05896,0.10934
1984,23,0.09110,0.11292
1984,24,0.13181,0.11440
1984,25,0.16959,0.11448
1984,26,0.19438,0.11423
1984,27,0.19798,0.10989
1984,28,0.18910,0.10988
1984,29,0.16666,0.09523
1984,30,0.13581,0.08749
1984,31,0.10511,0.07761
1984,32,0.08046,0.06611
1984,33,0.05898,0.05604
1984,34,0.04345,0.04484
1984,35,0.03089,0.03531
1984,36,0.02141,0.02791
1984,37,0.01479,0.02027
1984,38,0.00873,0.01626
1984,39,0.00615,0.01074
1984,40,0.00413,0.00733
1984,41,0.00240,0.00477
1984,42,0.00147,0.00328
1984,43,0.00085,0.00202
1984,44,0.00042,0.00112
1984,45,0.00017,0.00049
1984,46,0.00008,0.00025
1984,47,0.00003,0.00011
1984,48,0.00002,0.00006
1984,49,0.00000,0.00002
1984,50,0.00000,0.00000
1984,51,0.00000,0.00000
1984,52,0.00000,0.00000
1984,53,0.00000,0.00000
1984,54,0.00000,0.00000
1984,55,0.00000,0.00000
1985,12,0.00000,0.00016
1985,13,0.00000,0.00100
1985,14,0.00002,0.00449
1985,15,0.00011,0.01360
1985,16,0.00075,0.02971
1985,17,0.00253,0.05021
1985,18,0.00567,0.07170
1985,19,0.01278,0.08708
1985,20,0.02273,0.09644
1985,21,0.03582,0.10482
1985,22,0.05552,0.11071
1985,23,0.08427,0.11462
1985,24,0.12066,0.11461
1985,25,0.15829,0.11748
1985,26,0.18522,0.11572
1985,27,0.19452,0.11260
1985,28,0.18306,0.11198
1985,29,0.16577,0.09746
1985,30,0.13861,0.08966
1985,31,0.10764,0.07935
1985,32,0.08244,0.06895
1985,33,0.06166,0.05785
1985,34,0.04430,0.04698
1985,35,0.03134,0.03829
1985,36,0.02220,0.02946
1985,37,0.01495,0.02167
1985,38,0.01029,0.01673
1985,39,0.00608,0.01142
1985,40,0.00395,0.00779
1985,41,0.00255,0.00507
1985,42,0.00155,0.00334
1985,43,0.00077,0.00198
1985,44,0.00041,0.00110
1985,45,0.00017,0.00054
1985,46,0.00007,0.00024
1985,47,0.00004,0.00010
1985,48,0.00001,0.00005
1985,49,0.00000,0.00002
1985,50,0.00000,0.00000
1985,51,0.00000,0.00000
1985,52,0.00000,0.00000
1985,53,0.00000,0.00000
1985,54,0.00000,0.00000
1985,55,0.00000,0.00000
1986,12,0.00000,0.00018
1986,13,0.00000,0.00107
1986,14,0.00002,0.00480
1986,15,0.00009,0.01397
1986,16,0.00070,0.02946
1986,17,0.00234,0.04864
1986,18,0.00564,0.07202
1986,19,0.01156,0.08666
1986,20,0.02130,0.09703
1986,21,0.03496,0.10376
1986,22,0.05153,0.10932
1986,23,0.07951,0.11324
1986,24,0.11505,0.11311
1986,25,0.14818,0.11500
1986,26,0.17497,0.11533
1986,27,0.18610,0.11137
1986,28,0.18177,0.11180
1986,29,0.16326,0.09684
1986,30,0.14001,0.09004
1986,31,0.11008,0.08065
1986,32,0.08490,0.06992
1986,33,0.06304,0.05915
1986,34,0.04575,0.04779
1986,35,0.03241,0.03970
1986,36,0.02315,0.03112
1986,37,0.01552,0.02286
1986,38,0.01049,0.01769
1986,39,0.00704,0.01151
1986,40,0.00372,0.00842
1986,41,0.00248,0.00528
1986,42,0.00148,0.00339
1986,43,0.00081,0.00191
1986,44,0.00041,0.00105
1986,45,0.00019,0.00057
1986,46,0.00007,0.00024
1986,47,0.00003,0.00011
1986,48,0.00001,0.00004
1986,49,0.00000,0.00002
1986,50,0.00000,0.00000
1986,51,0.00000,0.00000
1986,52,0.00000,0.00000
1986,53,0.00000,0.00000
1986,54,0.00000,0.00000
1986,55,0.00000,0.00000
1987,12,0.00000,0.00017
1987,13,0.00000,0.00116
1987,14,0.00002,0.00509
1987,15,0.00008,0.01478
1987,16,0.00064,0.03030
1987,17,0.00214,0.04878
1987,18,0.00515,0.07023
1987,19,0.01157,0.08644
1987,20,0.01907,0.09637
1987,21,0.03183,0.10513
1987,22,0.04972,0.11009
1987,23,0.07368,0.11374
1987,24,0.10808,0.11330
1987,25,0.14018,0.11562
1987,26,0.16803,0.11617
1987,27,0.17966,0.11390
1987,28,0.17983,0.11418
1987,29,0.16411,0.09896
1987,30,0.13917,0.09175
1987,31,0.11345,0.08289
1987,32,0.08756,0.07226
1987,33,0.06588,0.06149
1987,34,0.04776,0.05011
1987,35,0.03389,0.04124
1987,36,0.02382,0.03322
1987,37,0.01608,0.02476
1987,38,0.01095,0.01887
1987,39,0.00716,0.01221
1987,40,0.00446,0.00843
1987,41,0.00238,0.00581
1987,42,0.00140,0.00344
1987,43,0.00084,0.00202
1987,44,0.00041,0.00108
1987,45,0.00015,0.00057
1987,46,0.00007,0.00027
1987,47,0.00003,0.00013
1987,48,0.00001,0.00005
1987,49,0.00000,0.00003
1987,50,0.00000,0.00000
1987,51,0.00000,0.00000
1987,52,0.00000,0.00000
1987,53,0.00000,0.00000
1987,54,0.00000,0.00000
1987,55,0.00000,0.00000
1988,12,0.00000,0.00017
1988,13,0.00000,0.00113
1988,14,0.00002,0.00538
1988,15,0.00010,0.01570
1988,16,0.00063,0.03205
1988,17,0.00218,0.05078
1988,18,0.00503,0.07176
1988,19,0.01086,0.08753
1988,20,0.01966,0.09895
1988,21,0.02942,0.10642
1988,22,0.04544,0.11336
1988,23,0.07073,0.11577
1988,24,0.09965,0.11559
1988,25,0.13172,0.11871
1988,26,0.15807,0.11857
1988,27,0.17260,0.11618
1988,28,0.17321,0.11768
1988,29,0.16318,0.10175
1988,30,0.14149,0.09488
1988,31,0.11393,0.08513
1988,32,0.09125,0.07531
1988,33,0.06918,0.06425
1988,34,0.05099,0.05273
1988,35,0.03595,0.04339
1988,36,0.02539,0.03472
1988,37,0.01670,0.02659
1988,38,0.01148,0.02068
1988,39,0.00764,0.01329
1988,40,0.00477,0.00923
1988,41,0.00293,0.00591
1988,42,0.00146,0.00393
1988,43,0.00085,0.00215
1988,44,0.00042,0.00109
1988,45,0.00021,0.00050
1988,46,0.00006,0.00029
1988,47,0.00002,0.00011
1988,48,0.00001,0.00008
1988,49,0.00001,0.00003
1988,50,0.00000,0.00000
1988,51,0.00000,0.00000
1988,52,0.00000,0.00000
1988,53,0.00000,0.00000
1988,54,0.00000,0.00000
1988,55,0.00000,0.00000
1989,12,0.00000,0.00029
1989,13,0.00000,0.00125
1989,14,0.00003,0.00565
1989,15,0.00010,0.01676
1989,16,0.00057,0.03504
1989,17,0.00209,0.05538
1989,18,0.00480,0.07660
1989,19,0.01081,0.09171
1989,20,0.01851,0.10198
1989,21,0.02987,0.11091
1989,22,0.04129,0.11694
1989,23,0.06257,0.11960
1989,24,0.09399,0.11893
