Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
DELAWARE,2015-8,STARK,O'BRIEN,NARCOTICS,WC,D,42277.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DELAWARE,2015-9,ANDREWS,O'BRIEN,NARCOTICS,WC,D,42300.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DELAWARE,2015-10,ROBINSON,DOWNING,NARCOTICS,WC,D,42314.0,30,0,30,INSTALLED NOT USED,,,,,,,,,,,,,,,
DELAWARE,2015-11,ROBINSON,DOWNING,NARCOTICS,WC,D,42314.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DELAWARE,2015-12,ANDREWS,SUH,NARCOTICS,WC,D,42318.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DELAWARE,2015-13,STARK,BLANCO,NARCOTICS,WC,D,42326.0,30,0,30,INSTALLED AND USED,14.0,0.0,NR,NR,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DELAWARE,2015-14,STARK,BLANCO,NARCOTICS,WC,D,42326.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2010-12,"KENNEDY, JR.",SWARTZ,CONSPIRACY,WC,D,40340.0,30,0,30,INSTALLED AND USED,30.0,7.0,49.0,197.0,197.0,27013.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2010-13,SULLIVAN,BLANCO,CONSPIRACY,WC,D,40487.0,30,0,30,INSTALLED AND USED,30.0,10.0,306.0,306.0,306.0,42793.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2010-14,COLLYER,BLANCO,NARCOTICS,WC,D,40499.0,30,0,30,INSTALLED AND USED,30.0,4.0,76.0,134.0,134.0,7450.0,235.0,8.0,0.0,0.0,0.0,0.0,7.0,,
DISTRICT OF COLUMBIA,2011-21,LEON,BLANCO,NARCOTICS,WC,D,40497.0,30,2,90,INSTALLED AND USED,90.0,7.0,113.0,631.0,631.0,83020.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2011-22,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40511.0,30,1,60,INSTALLED AND USED,60.0,7.0,111.0,427.0,357.0,45961.0,750.0,6.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2011-23,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40575.0,30,1,60,INSTALLED AND USED,60.0,3.0,45.0,179.0,179.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-24,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40602.0,30,0,30,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-25,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40625.0,30,0,30,INSTALLED AND USED,30.0,39.0,69.0,1164.0,1164.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-26,COLLYER,BLANCO,NARCOTICS,WC,D,40633.0,30,0,30,INSTALLED AND USED,30.0,1.0,22.0,24.0,24.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-27,COLLYER,BROWN,NARCOTICS,WC,D,40652.0,30,0,30,INSTALLED AND USED,30.0,14.0,25.0,415.0,304.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-28,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40654.0,30,1,60,INSTALLED AND USED,60.0,17.0,99.0,1049.0,1049.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-29,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40654.0,30,0,30,INSTALLED AND USED,30.0,17.0,99.0,511.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-30,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40654.0,30,0,30,INSTALLED AND USED,30.0,17.0,99.0,511.0,186.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-31,"KENNEDY, JR.",BLANCO,NARCOTICS,WC,D,40700.0,30,0,30,INSTALLED AND USED,30.0,4.0,39.0,127.0,127.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-32,"KENNEDY, JR.",WEINSTEIN,NARCOTICS,WC,D,40718.0,30,0,30,INSTALLED AND USED,30.0,4.0,39.0,125.0,115.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-22,RELATED TO NO. 2011-22
DISTRICT OF COLUMBIA,2011-33,WALTON,BROWN,NARCOTICS,WC,D,40722.0,30,3,120,INSTALLED AND USED,120.0,13.0,339.0,1518.0,50.0,110132.0,4000.0,20.0,0.0,0.0,0.0,0.0,19.0,,
DISTRICT OF COLUMBIA,2012-44,ROBERTS,BLANCO,NARCOTICS,WC,D,40904.0,30,1,60,INSTALLED AND USED,60.0,72.0,62.0,4300.0,136.0,68748.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2012-45,ROBERTS,BROWN,CONSPIRACY,WC,D,41015.0,30,0,30,INSTALLED AND USED,30.0,3.0,26.0,83.0,83.0,47265.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2012-46,BERMAN-JACKSON,BLANCO,NARCOTICS,WC,D,41029.0,30,1,60,INSTALLED AND USED,60.0,12.0,209.0,712.0,712.0,54351.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2012-47,CONTRERAS,BURETTA,NARCOTICS,WC,D,41103.0,30,1,60,INSTALLED AND USED,60.0,12.0,117.0,750.0,375.0,87830.0,925.0,80.0,0.0,0.0,0.0,0.0,6.0,,
DISTRICT OF COLUMBIA,2012-48,CONTRERAS,BLANCO,CONSPIRACY,WC,D,41173.0,30,0,30,INSTALLED AND USED,30.0,57.0,15.0,1705.0,610.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2012-49,CONTRERAS,SWARTZ,CONSPIRACY,WC,D,41221.0,30,0,30,INSTALLED AND USED,30.0,1.0,11.0,34.0,17.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-29,HOWELL,BLANCO,NARCOTICS,WC,D,41303.0,30,0,30,INSTALLED AND USED,30.0,783.0,23427.0,23487.0,45.0,7405.0,235.0,1.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2013-30,CONTRERAS,SWARTZ,CONSPIRACY,WC,D,41310.0,30,0,30,INSTALLED AND USED,30.0,9.0,30.0,282.0,141.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-31,HUVELLE,BLANCO,NARCOTICS,WC,D,41352.0,30,0,30,INSTALLED AND USED,30.0,14.0,51.0,416.0,60.0,50368.0,11322.0,7.0,0.0,0.0,0.0,0.0,6.0,,
DISTRICT OF COLUMBIA,2013-32,COLLYER,BITKOWER,CONSPIRACY,WC,D,41376.0,30,2,90,INSTALLED AND USED,90.0,7.0,51.0,597.0,597.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-33,HUVELLE,BLANCO,NARCOTICS,WC,D,41379.0,30,1,60,INSTALLED AND USED,60.0,5.0,79.0,276.0,271.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-31,RELATED TO NO. 2013-31
DISTRICT OF COLUMBIA,2013-34,COLLYER,BITKOWER,CONSPIRACY,WC,D,41432.0,30,0,30,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-35,COLLYER,O'BRIEN,CONSPIRACY,WC,D,41445.0,30,0,30,INSTALLED AND USED,30.0,94.0,17.0,2831.0,196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-36,HUVELLE,BITKOWER,NARCOTICS,WC,D,41446.0,30,0,30,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-31,RELATED TO NO. 2013-31
DISTRICT OF COLUMBIA,2013-37,KOLLAR-KOTELLY,O'BRIEN,FRAUD,WC,D,41485.0,30,1,60,INSTALLED AND USED,60.0,291.0,1132.0,17473.0,3304.0,45932.0,18800.0,5.0,0.0,0.0,0.0,0.0,3.0,,
DISTRICT OF COLUMBIA,2013-38,ROBERTS,O'BRIEN,CONSPIRACY,WC,D,41492.0,30,0,30,INSTALLED AND USED,30.0,5.0,27.0,158.0,158.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-39,ROBERTS,O'BRIEN,CONSPIRACY,WC,D,41492.0,30,0,30,INSTALLED AND USED,30.0,6.0,27.0,184.0,184.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-40,ROBERTS,O'BRIEN,CONSPIRACY,WC,D,41492.0,30,0,30,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-47,RELATED TO NO. 2012-47
DISTRICT OF COLUMBIA,2013-41,CONTRERAS,BLANCO,NARCOTICS,WC,D,41533.0,30,0,30,INSTALLED AND USED,30.0,11.0,86.0,323.0,323.0,122899.0,1542.0,12.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2013-42,CONTRERAS,O'BRIEN,NARCOTICS,WC,D,41603.0,30,0,30,INSTALLED AND USED,30.0,1.0,16.0,27.0,9.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-41,RELATED TO NO. 2013-41
DISTRICT OF COLUMBIA,2014-15,CONTRERAS,O'BRIEN,CONSPIRACY,WC,D,41563.0,30,3,120,INSTALLED AND USED,120.0,0.0,12.0,12.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-41,RELATED TO NO. 2013-41
DISTRICT OF COLUMBIA,2014-16,JACKSON,BITKOWER,NARCOTICS,WC,D,41801.0,30,1,60,INSTALLED AND USED,60.0,36.0,31.0,2185.0,990.0,29294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2014-17,JACKSON,O'BRIEN,NARCOTICS,WC,D,41870.0,30,1,60,INSTALLED AND USED,60.0,7.0,51.0,428.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-16,
DISTRICT OF COLUMBIA,2015-1,CHUTKAN,BITKOWER,DRUGS,WC,D,42044.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-2,CONTRERAS,O'BRIEN,FIREARMS,WC,D,42046.0,30,1,60,INSTALLED AND USED,60.0,8.0,5.0,500.0,430.0,19410.0,575.0,1.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-3,MEHTA,BITKOWER,POSSESSION,"WC,TX",D,42054.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-4,MEHTA,BITKOWER,POSSESSION,"WC,TX",D,42054.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-5,HOWELL,BITKOWER,CONSPIRACY,"WC,TX",D,42069.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-6,HOWELL,BITKOWER,CONSPIRACY,WC,D,42069.0,30,0,30,INSTALLED AND USED,30.0,90.0,38.0,2713.0,335.0,37541.0,13244.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-7,JACKSON,BLANCO,NARCOTICS,WC,D,42082.0,30,1,60,INSTALLED AND USED,39.0,11.0,44.0,443.0,443.0,,,17.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-8,
DISTRICT OF COLUMBIA,2015-8,JACKSON,BLANCO,NARCOTICS,WC,D,42082.0,30,1,60,INSTALLED AND USED,49.0,58.0,61.0,2862.0,2862.0,51717.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-7
DISTRICT OF COLUMBIA,2015-9,MEHTA,CALDWELL,POSSESSION,"WC,TX",D,42104.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-10,MEHTA,CALDWELL,POSSESSION,"WC,TX",D,42104.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-11,CHUTKAN,O'BRIEN,DRUGS,WC,D,42107.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-12,CHUTKAN,O'BRIEN,DRUGS,WC,D,42107.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-13,MOSS,BITKOWER,DRUGS,WC,D,42108.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-14,HOWELL,O'BRIEN,CONSPIRACY,"WC,TX,AP",D,42115.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-15,HOWELL,O'BRIEN,CONSPIRACY,WC,D,42115.0,30,2,90,INSTALLED AND USED,90.0,115.0,10.0,10330.0,2090.0,177583.0,1284.0,10.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-16,JACKSON,BLANCO,NARCOTICS,WC,D,42123.0,30,0,30,INSTALLED AND USED,30.0,5.0,15.0,147.0,147.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-8,RELATED TO NO. 2015-7
DISTRICT OF COLUMBIA,2015-17,CHUTKAN,BLANCO,DRUGS,WC,D,42142.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-18,HOWELL,BLANCO,CONSPIRACY,"WC,TX",D,42160.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-19,HOWELL,BLANCO,CONSPIRACY,"WC,TX",D,42160.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-20,HOWELL,BLANCO,CONSPIRACY,WC,D,42160.0,30,1,60,INSTALLED AND USED,60.0,75.0,10.0,4499.0,912.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-15,RELATED TO NO. 2015-15
DISTRICT OF COLUMBIA,2015-21,HOWELL,BLANCO,CONSPIRACY,WC,D,42160.0,30,2,90,INSTALLED AND USED,90.0,109.0,21.0,9802.0,1264.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-15,RELATED TO NO. 2015-15
DISTRICT OF COLUMBIA,2015-22,CHUTKAN,SUH,DRUGS,WC,D,42179.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-23,MOSS,SWARTZ,DRUGS,WC,D,42219.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-24,MOSS,BLANCO,DRUGS,WC,D,42269.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-25,HOWELL,O'BRIEN,CONSPIRACY,"WC,AP",D,42278.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-26,HOWELL,O'BRIEN,CONSPIRACY,"WC,TX",D,42278.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-27,HOWELL,O'BRIEN,CONSPIRACY,WC,D,42278.0,30,0,30,INSTALLED AND USED,30.0,6.0,0.0,189.0,36.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-15,RELATED TO NO. 2015-15
DISTRICT OF COLUMBIA,2015-28,HOWELL,O'BRIEN,CONSPIRACY,WO,D,42278.0,30,0,30,INSTALLED AND USED,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-15,RELATED TO NO. 2015-15
DISTRICT OF COLUMBIA,2015-29,WALTON,SUH,DRUGS,"WC,TX",D,42318.0,30,1,60,INSTALLED AND USED,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DISTRICT OF COLUMBIA,2015-30,BOASBERG,O'BRIEN,DRUGS,WC,D,42328.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2012-25,HOWARD,BLANCO,NARCOTICS,WC,D,41124.0,30,0,30,INSTALLED AND USED,29.0,23.0,18.0,672.0,354.0,27740.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2012-26,DALTON JR.,BLANCO,NARCOTICS,"WC,TX",D,41142.0,30,1,60,INSTALLED AND USED,60.0,132.0,25.0,7950.0,1526.0,40008.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-27
"FLORIDA, MIDDLE",2012-27,ANTOON,HULSER,NARCOTICS,WC,D,41187.0,30,0,30,INSTALLED AND USED,30.0,67.0,10.0,2014.0,549.0,20354.0,1600.0,36.0,0.0,0.0,0.0,0.0,35.0,,
"FLORIDA, MIDDLE",2013-35,DALTON JR.,BLANCO,NARCOTICS,WC,D,41326.0,30,1,60,INSTALLED AND USED,51.0,29.0,92.0,1455.0,374.0,116080.0,4300.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2013-36,DALTON JR.,BLANCO,NARCOTICS,"WC,TX",D,41355.0,30,0,30,INSTALLED AND USED,21.0,20.0,18.0,427.0,263.0,66020.0,3200.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2013-37,WHITTEMORE,O'BRIEN,NARCOTICS,"WC,TX",D,41387.0,30,0,30,INSTALLED AND USED,30.0,95.0,194.0,2838.0,652.0,39560.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2013-38,DALTON JR.,BLANCO,NARCOTICS,"WC,TX",D,41423.0,30,0,30,INSTALLED AND USED,6.0,30.0,14.0,183.0,129.0,5237.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2013-39,DALTON JR.,BLANCO,NARCOTICS,"WC,TX",D,41435.0,30,0,30,INSTALLED AND USED,13.0,42.0,18.0,549.0,318.0,11479.0,270.0,7.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2014-30,HONEYWELL,O'BRIEN,NARCOTICS,WC,D,41624.0,30,0,30,INSTALLED AND USED,26.0,23.0,85.0,602.0,408.0,32935.0,643.0,26.0,0.0,0.0,0.0,0.0,4.0,,
"FLORIDA, MIDDLE",2014-31,HOWARD,BITKOWER,NARCOTICS,"WC,TX",D,41768.0,30,0,30,INSTALLED AND USED,30.0,62.0,132.0,1863.0,367.0,26977.0,625.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2014-32,HOWARD,O'BRIEN,NARCOTICS,"WC,TX",D,41802.0,30,0,30,INSTALLED AND USED,29.0,70.0,62.0,2018.0,180.0,52168.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2014-33,COVINGTON,O'NEIL,NARCOTICS,WC,D,41828.0,30,0,30,INSTALLED AND USED,30.0,10.0,19.0,306.0,82.0,447985.0,4580.0,4.0,0.0,0.0,0.0,0.0,4.0,,
"FLORIDA, MIDDLE",2014-34,SCRIVEN,BLANCO,NARCOTICS,WC,D,41876.0,30,1,60,INSTALLED AND USED,60.0,9.0,7.0,538.0,191.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-33,RELATED TO NO. 2014-33
"FLORIDA, MIDDLE",2014-35,COVINGTON-HERNANDEZ,BLANCO,NARCOTICS,WC,D,41927.0,30,0,30,INSTALLED NOT USED,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-33,RELATED TO NO. 2014-33
"FLORIDA, MIDDLE",2014-36,DALTON JR.,BITKOWER,NARCOTICS,WC,D,41941.0,30,1,60,INSTALLED AND USED,39.0,61.0,16.0,2362.0,179.0,41335.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2014-37,DALTON JR.,BLANCO,NARCOTICS,WC,D,41950.0,30,0,30,INSTALLED AND USED,11.0,2.0,2.0,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-36,
"FLORIDA, MIDDLE",2015-1,DALTON JR.,BITKOWER,NARCOTICS,"WC,TX",D,42011.0,30,0,30,INSTALLED AND USED,29.0,44.0,20.0,1280.0,165.0,28200.0,1700.0,4.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-2,DALTON JR.,O'BRIEN,NARCOTICS,"WC,TX",D,42060.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-3,BYRON,BLANCO,NARCOTICS,EO,D,42144.0,30,7,240,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-4,BYRON,O'BRIEN,NARCOTICS,EO,D,42174.0,30,8,270,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-5,WHITTEMORE,CALDWELL,NARCOTICS,WC,D,42180.0,30,0,30,INSTALLED AND USED,29.0,8.0,18.0,224.0,31.0,168229.0,3882.0,11.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-6,BYRON,BLANCO,NARCOTICS,EO,D,42201.0,30,9,300,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-7,SCRIVEN,O'BRIEN,NARCOTICS,WC,D,42223.0,30,0,30,INSTALLED AND USED,30.0,25.0,19.0,749.0,188.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-5,RELATED TO NO. 2015-5
"FLORIDA, MIDDLE",2015-8,DALTON JR.,O'BRIEN,NARCOTICS,WC,D,42227.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-9,BYRON,BLANCO,NARCOTICS,EO,D,42233.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-10,MENDOZA,BLANCO,CONSPIRACY,WC,D,42272.0,30,1,60,INSTALLED AND USED,60.0,11.0,25.0,662.0,228.0,77823.0,2640.0,5.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-11,BYRON,O'BRIEN,NARCOTICS,WC,D,42285.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
