eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,crit2,crit3,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,targsubtype1_txt,natlty1_txt,gname,motive,nperps,nperpcap,claimed,weaptype1_txt,weaptype2_txt,weapdetail,nkill,nkillter,nwound,propextent_txt,nhostkid
-656422880,2012,7,4,217,United States,North America,Missouri,Joplin,37.084227,-94.513281,"07/04/2012: An assailant threw an incendiary device onto the roof of a mosque owned by the Islamic Society of Joplin in Joplin, Missouri, United States. No casualties were reported in the attack; however, the roof was damaged. This same mosque was later destroyed by arson on August 6, 2012. On October 19, 2012, Jedediah Stout was arrested and confessed to both of the arson attacks on the Joplin mosque. He stated that he targeted the mosque because he disliked Islam.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,"Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the mosque because he was opposed to Islam.",1.0,1.0,1.0,Incendiary,,An incendiary device thrown on the buildings roof was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-655412906,2012,8,5,217,United States,North America,Wisconsin,Oak Creek,42.88585,-87.863136,"08/05/2012: Wade Michael Page attacked a Sikh temple in Oak Creek, Wisconsin, United States. At least six people were killed and four others wounded before Page was shot by a responding police officer and subsequently died from a self-inflicted gunshot wound. No group claimed responsibility for the incident; however, the assailant was a member of a white supremacist organization.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,White extremists,,1.0,0.0,0.0,Firearms,,,7.0,1.0,4.0,,
-655402893,2012,8,6,217,United States,North America,Missouri,Joplin,37.056467,-94.536324,"08/06/2012: Assailants set fire to a mosque owned by the Islamic Society of Joplin in Joplin, Missouri, United States. No one was hurt or killed in the attack, but the mosque was destroyed. Jedediah Stout was arrested and confessed to the arson, stating that he targeted the mosque because he disliked Islam.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,"An individual, identified as Jedediah Stout, claimed responsibility for the incident and stated that he targeted the mosque because he disliked Islam.",1.0,1.0,1.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-655342900,2012,8,12,217,United States,North America,Illinois,Lombard,41.880028,-88.00784499999999,"08/12/2012: Assailants threw an explosive device containing acid and other chemicals at the College Preparatory School of America, an Islamic school, in Lombard, Illinois, United States. There were no casualties or property damage reported in this incident. No group claimed responsibility for this attack.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Educational Institution,School/University/Educational Building,United States,Unknown,,-99.0,0.0,0.0,Chemical,,A thrown homemade bomb containing acid and other chemicals was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-655312853,2012,8,15,217,United States,North America,District of Columbia,Washington,38.908642,-77.015381,"08/15/2012: An assailant opened fire on a security guard at the offices of the Family Research Council in Washington, District of Columbia (DC), United States. One security guard was wounded in the attack; the assailant was arrested. Floyd Corkins claimed responsibility for the attack, stating that he targeted the Family Research Council because of the organization's opposition to gay marriage and gay rights.",1,1,1,0.0,1.0,0.0,Armed Assault,,,NGO,Domestic NGO,United States,Pro-LGBT Rights extremists,"In a guilty plea entered in court as part of a plea agreement, Floyd Corkins stated that he targeted the Family Research Council because of the organization's opposition to gay marriage and gay rights.",1.0,1.0,1.0,Firearms,,,0.0,0.0,1.0,,
-654162871,2012,9,30,217,United States,North America,Ohio,Perrysburg,41.528165,-83.618569,"09/30/2012: Randolph T. Linn set fire to the area where men pray in the main room of the Islamic Center of Greater Toledo in Perrysburg, Ohio, United States. Sprinklers were able to douse the fire, but significant damage to the center was done. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,,1.0,1.0,0.0,Firearms,Incendiary,,0.0,0.0,0.0,Minor (likely < $1 million),
-652162903,2012,11,30,217,United States,North America,Arizona,Casa Grande,32.879502,-111.757352,"11/30/2012: A small incendiary device exploded at the entrance of a Social Security Administration building in Casa Grande, Arizona, United States. No one was injured in the blast, although the building was slightly damaged. An Iraqi civilian, Abdullatif Ali Aldosary, was taken into custody in connection with the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Government (General),Government Building/Facility/Office,United States,Iraqi extremists,"The specific motive is unknown; however, the man who was taken into custody for the attack had been denied a green card due to his anti-government activities in Iraq.",-99.0,1.0,0.0,Incendiary,,A firebomb containing a mixture of flammable chemicals was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-562292906,2013,1,17,217,United States,North America,Washington,Tacoma,47.252877000000005,-122.44429099999999,"01/17/2013: An explosive device detonated outside of the Tacoma Community Justice Center in Tacoma, Washington, United States. There were no damages or injuries resulting from the blast. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Government (General),Judge/Attorney/Court,United States,Unknown,,-99.0,0.0,0.0,Explosives,,A homemade explosive device was used in the attack.,0.0,0.0,0.0,,
-561432887,2013,2,7,217,United States,North America,California,Corona,33.875294,-117.56643799999999,"02/07/2013: An assailant opened fire on two Riverside police officers in Corona, California, United States. One police officer died and the other officer was wounded in the asault. The perpetrator, Christopher Dorner, posted a lengthy statement online detailing his grievances, including both his personal frustrations regarding his dismissal from the Los Angeles Police Department (LAPD) as well as what he viewed as excessive use of force and racism in policing. This attack took place in the context of an extensive manhunt for Dorner, who carried out an initial attack on February 3 against targets he selected in retaliation for the decision to fire him. Following the manhunt, police located and surrounded Dorner in a remote cabin where he had died of a self-inflicted gunshot wound.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Police,Police Security Forces/Officers,United States,Anti-Police extremists,"Prior to the incident, ex-Los Angeles Police Department (LAPD) officer Christopher Dorner claimed responsibility in an online manifesto, stating that he was engaging in a war on the LAPD for their alleged corruption and injustice towards racial minorities.",1.0,0.0,1.0,Firearms,,A rifle was used in the attack.,1.0,0.0,1.0,,
-561202876,2013,2,25,217,United States,North America,Washington,Seattle,47.610786,-122.33130600000001,"02/25/2013: Assailants set fire to a construction site in Seattle, Washington, the United States. There were no casualties, but the fire caused $60,000 in damages. Anarchists claimed responsibility for the attack, stating that they started the fire to protest what they called the myth of sustainable development.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Construction,United States,Anarchists,"In a letter posted online, Anarchists claimed responsibility for the attack and stated that the constructions site was targeted in protest of sustainable development.",-99.0,0.0,1.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-559312911,2013,4,15,217,United States,North America,Massachusetts,Boston,42.350265,-71.080976,"04/15/2013: An explosive device consisting of a pressure cooker, nails, BBs, and a detonator fashioned from the remote control of a toy car detonated near the finish line of the Boston Marathon on Boylston Street in the Back Bay neighborhood of Boston, Massachusetts, United States. This was the first of two similar bombs that detonated approximately 12 seconds and 100 yards apart. The detonation of first device, which was located near Marathon Sports, killed spectator Krystle Campbell. Approximately 264 others were wounded in the two attacks. The alleged assailants of the blasts were later identified as Tamerlan and Dzhokhar Tsarnaev, brothers who immigrated to the United States from Russia in 2002 and 2003. On April 19, 2013, as part of an attempt to flee the Boston area, the assailants were involved in a shootout with police that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the attack, including one for the use of a weapon of mass destruction. Tsarnaev was ultimately found guilty on all counts, and sentenced to the death penalty on June 24, 2015.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",United States,Muslim extremists,"Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",2.0,1.0,1.0,Explosives,,A remote-controlled pressure-cooker bomb containing nails and BBs was used in the attack,1.0,0.0,132.0,Unknown,
-559312910,2013,4,15,217,United States,North America,Massachusetts,Boston,42.350265,-71.080976,"04/15/2013: An explosive device consisting of a pressure cooker, nails, BBs, and a detonator fashioned from the remote control of a toy car went off near the finish line of the Boston Marathon on Boylston Street in the Back Bay neighborhood of Boston, Massachusetts, United States. This was the second of two similar bombs that detonated approximately 12 seconds and 100 yards apart. The detonation of second device, which was located near Forum Restaurant, killed spectators Martin Richard and Lingzi Lu. Approximately 264 others were wounded in the two attacks. The alleged assailants of the blasts were later identified as Tamerlan and Dzhokhar Tsarnaev, brothers who immigrated to the United States from Russia in 2002 and 2003. On April 19, 2013, as part of an attempt to flee the Boston area, the assailants were involved in a shootout with police that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the attack, including one for the use of a weapon of mass destruction. Tsarnaev was ultimately found guilty on all counts, and sentenced to the death penalty on June 24, 2015.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",United States,Muslim extremists,"Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",2.0,1.0,1.0,Explosives,,A remote-controlled pressure-cooker bomb containing nails and BBs was used in the attack,2.0,0.0,132.0,Unknown,
-559302861,2013,4,16,217,United States,North America,California,San Jose,37.339386,-121.89495600000001,"04/16/2013: Assailants opened fire on the Metcalf transmission substation after severing telecommunication wires in San Jose, California, United States. As a result, 17 transformers that supplied power to Silicon Valley were damaged, causing them to leak 52,000 gallons of oil. No group claimed responsibility for the attack.",0,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Utilities,Electricity,United States,Unknown,,-99.0,0.0,0.0,Firearms,Sabotage Equipment,,0.0,0.0,0.0,Unknown,
-559292871,2013,4,17,217,United States,North America,Texas,West,31.816677000000002,-97.087902,"04/17/2013: Assailants set fire to the West Fertilizer Company plant in West, Texas, United States. The subsequent explosion killed 15 people and injured at least an additional 151. No group claimed responsibility for the attack. On May 11, 2016 investigators announced that the fire was set intentionally; however, no suspects were announced.",0,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Industrial/Textiles/Factory,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,15.0,0.0,151.0,Unknown,
-559282911,2013,4,18,217,United States,North America,Massachusetts,Cambridge,42.359606,-71.09313399999999,"04/18/2013: A Massachusetts Institute of Technology (MIT) police officer, Sean Collier, was shot and killed by gunmen on the MIT campus in Cambridge, Massachusetts, United States. The suspected assailants of the attack were later identified as Tamerlan and Dzhokhar Tsarnaev, who are believed to also be responsible for the double bomb attack near the finish line of the Boston Marathon that took place on April 15, 2013. Shortly after the killing of Collier, the suspects were involved in a shootout with police as they attempted to flee the Boston area. Tamerlan Tsarnaev was killed in the firefight. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the killing of Collier and the marathon attacks.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Educational Institution,Other Personnel,United States,Muslim extremists,"Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",2.0,1.0,1.0,Firearms,,,1.0,0.0,0.0,,
-559282902,2013,4,18,217,United States,North America,Nebraska,McCook,40.207537,-100.597003,"04/18/2013: An explosive device was discovered at the airport in McCook, Nebraska, United States. The device was safely defused without incident. No group claimed responsibility for the unsuccessful attack.",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Airports & Aircraft,Airport,United States,Unknown,,-99.0,0.0,0.0,Explosives,,A bomb consisting of a plastic container with two wires coming out of the top with a shotgun shell and metal objects inside was used in the attack.,0.0,0.0,0.0,,
-559272903,2013,4,19,217,United States,North America,Massachusetts,Watertown,42.370888,-71.182911,"04/19/2013: Police thwarted a potential bomb attack when they engaged in a firefight with the alleged assailants of the Boston Marathon bombings, Tamerlan and Dzhokhar Tsarnaev, in Watertown, Massachusetts, United States. Shortly after hijacking a civilian vehicle, the suspects were confronted by police, leading to a firefight that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev and 16 police officers were injured in the exchange. One of the injured officers, Dennis Simmonds, succumbed to his injuries on April 10, 2014. During the encounter, the suspects hurled explosives at the officers. It was later revealed that the Tsarnaev brothers were plotting to use the explosives to carry out an attack in an unconfirmed location. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts, resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the Boston attacks, including one for the use of a weapon of mass destruction.",1,1,1,0.0,1.0,0.0,Hijacking,Bombing/Explosion,,Unknown,,United States,Muslim extremists,"Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",2.0,1.0,1.0,Explosives,Explosives,A pressure cooker bomb and five pipe bombs were to be used in the attack.,2.0,1.0,16.0,Minor (likely < $1 million),1.0
-558262839,2013,5,20,217,United States,North America,District of Columbia,Washington,38.908642,-77.015381,"05/20/2013: A letter containing ricin was mailed to United States President, Barack Obama, in Washington, District of Columbia, United States. The letter caused no injuries as it was intercepted before it could reach the President. The letter, which was one of three sent to pro-gun control political and social figures on May 20, 2013, warned the President of future attacks if he pursued a gun control agenda. Shannon Richardson, an American television actress, was arrested on June 7, 2013 in connection with the attack.",0,1,1,1.0,0.0,0.0,Unarmed Assault,,,Government (General),Head of State,United States,Anti-Gun Control extremists,Sources stated that the letters contained anti-gun control rhetoric in their message and threatened future attacks if gun control legislation was pursued.,1.0,1.0,1.0,Biological,,Ricin in a letter was used in the attack.,0.0,0.0,0.0,,
-558262838,2013,5,20,217,United States,North America,District of Columbia,Washington,38.908642,-77.015381,"05/20/2013: A letter containing ricin was mailed to the Director of Mayors Against Illegal Guns, Mark Glaze, in Washington, District of Columbia, United States. The letter caused no injuries as it was intercepted before it could reach Glaze. The letter, which was one of three sent to pro-gun control political and social figures on May 20, 2013, warned of future attacks if Glaze and other gun control advocates pursued legislation to limit gun ownership. Shannon Richardson, an American television actress, was arrested on June 7, 2013 in connection with the attack.",0,1,1,1.0,0.0,0.0,Unarmed Assault,,,Private Citizens & Property,Labor Union Related,United States,Anti-Gun Control extremists,Sources stated that the letters contained anti-gun control rhetoric in their message and threatened future attacks if gun control legislation was pursued.,1.0,1.0,1.0,Biological,,Ricin in a letter was used in the attack.,0.0,0.0,0.0,,
-558262837,2013,5,20,217,United States,North America,New York,New York City,40.697132,-73.931351,"05/20/2013: A letter containing ricin was mailed to the Mayor of New York City, Michael Bloomberg, in New York City, United States. The letter caused no injuries as it was intercepted before it could reach Bloomberg. The letter, which was one of three sent to pro-gun control political and social figures on May 20, 2013, warned of future attacks if Bloomberg and other gun control advocates pursued legislation to limit gun ownership. Shannon Richardson, an American television actress, was arrested on June 7, 2013 in connection with the attack.",0,1,1,1.0,0.0,0.0,Unarmed Assault,,,Government (General),Politician or Political Party Movement/Meeting/Rally,United States,Anti-Gun Control extremists,Sources stated that the letters contained anti-gun control rhetoric in their message and threatened future attacks if gun control legislation was pursued.,1.0,1.0,1.0,Biological,,Ricin in a letter was used in the attack.,0.0,0.0,0.0,,
-556212847,2013,7,25,217,United States,North America,New Hampshire,Manchester,42.995673,-71.454741,"07/25/2013: Assailants vandalized the Islamic Society of Great Manchester Mosque and attempted to set it on fire in Manchester, New Hampshire, United States. There were no reported casualties in the attack. Two assailants, identifed as anti-Muslim extremists, claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,,3.0,2.0,1.0,Incendiary,Other,"Fire, rocks, and bricks were used in the attack.",0.0,0.0,0.0,Minor (likely < $1 million),
-555382869,2013,8,8,217,United States,North America,Oregon,Portland,45.545339,-122.661681,"08/08/2013: Assailants set fire to an apartment building in Portland, Oregon, United States. There were no reported casualties. Students For Insurrection claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,House/Apartment/Residence,United States,Students For Insurrection,,-99.0,0.0,1.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-555242859,2013,8,22,217,United States,North America,Oregon,Coos Bay,43.366501,-124.21789,"08/22/2013: An explosive device placed near the Mingus Park Vietnam War Memorial detonated in Coos Bay, Oregon, United States. No one was injured in the blast and it is unknown if the memorial was damaged. Veterans for Non-Religious Memorials claimed responsibility for the incident. The group stated that they were against the existence of religious memorials and felt that they were offensive toward non-Christian families.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Private Citizens & Property,Memorial/Cemetery/Monument,United States,Veterans United for Non-Religious Memorials,,1.0,0.0,1.0,Explosives,,,0.0,0.0,0.0,Unknown,
-554432862,2013,9,3,217,United States,North America,Oregon,Coos Bay,43.375245,-124.22499599999999,"09/03/2013: An explosive device was discovered and defused at The Prayer Chapel in Coos Bay, Oregon, United States. Veterans United for Non-Religious Memorials claimed responsibility for the incident",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Religious Figures/Institutions,Place of Worship,United States,Veterans United for Non-Religious Memorials,,-99.0,0.0,1.0,Explosives,,,0.0,0.0,0.0,,
-553432864,2013,10,3,217,United States,North America,Missouri,Joplin,37.083284,-94.502838,"10/03/2013: An assailant attempted to set fire to a Planned Parenthood Federation of America clinic in Joplin, Missouri, United States. There were no reported casualties in the attack. An individual, identified as Jedediah Stout, claimed responsibility for the incident.",1,1,1,0.0,0.0,0.0,Facility/Infrastructure Attack,,,Abortion Related,Clinics,United States,Anti-Abortion extremists,"Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the mosque because he was opposed to abortion.",1.0,1.0,1.0,Incendiary,,,0.0,0.0,0.0,,
-553422868,2013,10,4,217,United States,North America,Missouri,Joplin,37.083284,-94.502838,"10/04/2013: An assailant attempted to set fire to a Planned Parenthood Federation of America clinic in Joplin, Missouri, United States. There were no reported casualties in the attack. An individual, identified as Jedediah Stout, claimed responsibility for the incident.",1,1,1,0.0,0.0,0.0,Facility/Infrastructure Attack,,,Abortion Related,Clinics,United States,Anti-Abortion extremists,"Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the mosque because he was opposed to abortion.",1.0,1.0,1.0,Incendiary,,,0.0,0.0,0.0,,
-552452866,2013,11,1,217,United States,North America,California,Los Angeles,34.097865999999996,-118.407379,"11/01/2013: An assailant opened fire on Transportation Security Administration (TSA) agents inside Terminal 3 at Los Angeles International Airport (LAX) in Los Angeles, California, United States. At least one agent was killed and four others, including agents and civilians, were wounded in the assault. TSA agents returned fire and injured the assailant. Paul Ciancia claimed responsibility for the incident, stating, in a note found in his apartment, that he wanted to kill and to instill fear in TSA officers.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Airports & Aircraft,Airport,United States,Anti-Government extremists,Paul Ciancia claimed responsibility for the incident and stated that he wanted to instill fear on Transportation Security Administration (TSA) officers.,1.0,1.0,1.0,Firearms,Firearms,A .223 caliber assault rifle and a handgun were used in the attack.,1.0,0.0,4.0,,
-460282823,2014,3,18,217,United States,North America,Mississippi,Hattiesburg,31.32747,-89.327765,"03/18/2014: Assailants opened fire on the Hattiesburg Islamic Center in Hattiesburg, Mississippi, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Firearms,,,0.0,0.0,0.0,Minor (likely < $1 million),
-460212822,2014,3,25,217,United States,North America,Illinois,Orland Park,41.630557,-87.854074,"03/25/2014: Assailants opened fire on the dome of the Orland Park Prayer Center in Orland Park, Illinois, United States. No casualties were reported. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Firearms,,,0.0,0.0,0.0,Minor (likely < $1 million),
-459342826,2014,4,12,217,United States,North America,Nevada,Bunkerville,36.7684,-114.1281,"04/12/2014: Several hundred anti-government militia members engaged in an armed standoff with federal and local law enforcement officials near Bunkerville, Nevada, United States. The standoff took place against the backdrop of a years-long dispute over cattle grazing rights and federal government jurisdiction between the Bureau of Land Management (BLM) and rancher Cliven Bundy. Militia members and demonstrators armed with firearms including AR-15 and AK-47 rifles took aim at BLM officers overseeing the seizure of Bundy's cattle. They made anti-government statements on camera and posted online. At least two participants were convicted of charges related to threatening, intimidating, and assaulting federal law enforcement officers. No casualties were reported; however, BLM ended the round-up and released the cattle due to concerns about the safety of officers and the public.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Government (General),"Government Personnel (excluding police, military)",United States,Anti-Government extremists,,400.0,-99.0,0.0,Firearms,,Firearms included AR-15s and AK-47s.,0.0,0.0,0.0,,
-459332852,2014,4,13,217,United States,North America,Kansas,Overland Park,38.982228000000006,-94.670792,"04/13/2014: An assailant opened fire on civilians outside a Jewish community center in Overland Park, Kansas, United States. At least two people were killed in the assault. This was one of two attacks carried out by the same assailant within a few minutes. Frazier Glenn Cross claimed responsibility for the incidents and stated that he intended to target members of the Jewish community.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Affiliated Institution,United States,White extremists,"An unaffiliated individual, identified as Frazier Glenn Cross, claimed responsibility for the incident and stated that he intended to target members of the Jewish community in the attack.",1.0,1.0,1.0,Firearms,Firearms,A Remington 870 shotgun and a handgun were used in the attack.,2.0,0.0,0.0,,
-459332851,2014,4,13,217,United States,North America,Kansas,Overland Park,38.982228000000006,-94.670792,"04/13/2014: An assailant opened fire on civilians outside a Jewish retirement home in Overland Park, Kansas, United States. At least one person was killed in the assault. This was one of two attacks carried out by the same assailant within a few minutes. Frazier Glenn Cross claimed responsibility for the incidents and stated that he intended to target members of the Jewish community.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Affiliated Institution,United States,White extremists,"An unaffiliated individual, identified as Frazier Glenn Cross, claimed responsibility for the incident and stated that he intended to target members of the Jewish community in the attack.",1.0,1.0,1.0,Firearms,Firearms,A Remington model 870 shotgun and a handgun were used in the attack.,1.0,0.0,0.0,,
-459192855,2014,4,27,217,United States,North America,Washington,Seattle,47.610786,-122.33130600000001,"04/27/2014: An assailant shot and killed a civilian, Leroy Henderson in Skyway neighborhood, Seattle, Washington, United States. Prosecutors later indicted Ali Muhammad Brown for the murder of Henderson. Authorities claim that Brown committed the act to punish the United States for its involvement in Iraq and Afghanistan. Brown has been indicted on murder charges for two similar attacks that occurred in Washington and New Jersey in 2014.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Named Civilian,United States,Jihadi-inspired extremists,"Ali Muhammad Brown claimed responsibility for the incident and stated later, at his trial, that the attacks were in response to the foreign policy decisions made by the United States.",1.0,1.0,1.0,Firearms,,,1.0,0.0,0.0,,
-458412839,2014,5,5,217,United States,North America,West Virginia,Weirton,40.40803,-80.588972,"05/05/2014: Three explosive devices were discovered and safely detonated around the Weirton Municipal Building in Weirton, West Virginia, United States. One of the devices was planted underneath a Weirton Police vehicle. An individual, David Patterson, claimed responsibility for the incident.",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Government (General),Government Building/Facility/Office,United States,Anti-Government extremists,"An unafiliated individual, identified as David Patterson, claimed repsonsibility for the incident and stated that he was unhappy with the government and ""wanted a shootout with the FBI.""",1.0,0.0,1.0,Chemical,,Three explosive bottles constructed out of soda bottles and cleaning chemicals were used in the attack.,0.0,0.0,0.0,,
-458232790,2014,5,23,217,United States,North America,California,Isla Vista,34.411929,-119.858282,"05/23/2014: An assailant, identified as Elliot Rodger, stabbed and killed his two roommates and a visitor inside their apartment in Isla Vista, California, United States. This was one of two coordinated incidents carried out by the same assailant in Isla Vista on the same day. Rodger posted videos on the internet and wrote a lengthy manifesto detailing his plans and motivations for the attack. His ideology reflected a misogynist and white supremacist narrative seen in online message forums where participants self-identify as ""involuntarily celibate"" (incel).",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Named Civilian,United States,Incel extremists,"An unaffiliated individual, identified as  Elliot Rodger, claimed responsibility for the incident and posted videos on the internet and wrote a lengthy manifesto detailing his plans and motivations for the attack. His ideology reflected a misogynist and white supremacist narrative seen in online message forums where participants self-identify as ""involuntarily celibate.""",1.0,0.0,1.0,Melee,,Knives were used in the attack.,3.0,0.0,0.0,,
-458232789,2014,5,23,217,United States,North America,California,Isla Vista,34.414238,-119.85534799999999,"05/23/2014: An assailant, identified as Elliot Rodger, drove several blocks to various locations near the University of California, Santa Barbara, campus, shooting at and running into victims with his car in Isla Vista, California, United States. At least three people were killed and 13 other people were injured in the assault. The attack ended when he shot and killed himself. This was one of two coordinated incidents carried out by the same assailant in Isla Vista on the same day. Rodger posted videos on the internet and wrote a lengthy manifesto detailing his plans and motivations for the attack. His ideology reflected a misogynist and white supremacist narrative seen in online message forums where participants self-identify as ""involuntarily celibate"" (incel).",1,1,1,0.0,1.0,1.0,Armed Assault,,,Private Citizens & Property,Named Civilian,United States,Incel extremists,"An unaffiliated individual, identified as  Elliot Rodger, claimed responsibility for the incident and posted videos on the internet and wrote a lengthy manifesto detailing his plans and motivations for the attack. His ideology reflected a misogynist and white supremacist narrative seen in online message forums where participants self-identify as ""involuntarily celibate.""",1.0,0.0,1.0,Firearms,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Glock 34 and SIG Sauer P226 handguns and a black BMW were used in the attack.,4.0,1.0,13.0,Minor (likely < $1 million),
-457452849,2014,6,1,217,United States,North America,Washington,Seattle,47.610786,-122.33130600000001,"06/01/2014: An assailant shot and killed two civilians in Seattle, Washington, United States. Prosecutors later indicted Ali Muhammad Brown for the murders of the two victims. Brown claimed responsibility for the incident, stating that he committed the act to punish the United States for its involvement in Iraq, Iran and Afghanistan. Brown has been indicted on murder charges for two similar attacks that occurred in Washington and New Jersey states in 2014.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Named Civilian,United States,Jihadi-inspired extremists,"Ali Muhammad Brown claimed responsibility for the incident and stated later, at his trial, that the attacks were in response to the foreign policy decisions made by the United States.",1.0,1.0,1.0,Firearms,,,2.0,0.0,0.0,,
