Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"CALIFORNIA, CENTRAL",2017-152,WALTER,BLANCO,RACKETEERING,"WC,TX",D,42747.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-154,GEE,,NARCOTICS,TX,D,42724.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-155,KLAUSNER,,DRUGS - ILLEGAL,TX,D,42999.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-156,KLAUSNER,DOWNING,DRUGS - ILLEGAL,TX,D,42961.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-157,GEE,DOWNING,NARCOTICS,TX,D,42753.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-158,KLAUSNER,DOWNING,DRUGS - ILLEGAL,TX,D,42961.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-159,KLAUSNER,DOWNING,DRUGS - ILLEGAL,TX,D,42900.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-161,KLAUSNER,HULSER,DRUGS - ILLEGAL,TX,D,42853.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-162,STATON,~NA,DRUGS - ILLEGAL,"WC,TX",D,42803.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-163,KLAUSNER,DOWNING,DRUGS - ILLEGAL,TX,D,42804.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-164,KLAUSNER,DOWNING,DRUGS - ILLEGAL,TX,D,42804.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-165,GUILFORD,HULSER,NARCOTICS,"TX,EO",D,43007.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-166,KLAUSNER,,DRUGS - ILLEGAL,TX,D,42789.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-167,KLAUSNER,,DRUGS - ILLEGAL,TX,D,42789.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-168,OTERO,HULSER,DRUGS - ILLEGAL,AP,-99,42977.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-169,CARTER,~NA,DRUGS - ILLEGAL,WC,D,43021.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-170,KLAUSNER,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,42992.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-175,KLAUSNER,HULSER,RACKETEERING,"WC,TX",D,43034.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-176,KLAUSNER,SWARTZ,RACKETEERING,"WC,TX",D,43005.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-177,CAMEY,HULSER,RACKETEERING,"WC,TX",D,43034.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-178,OTERO,HULSER,DRUGS - ILLEGAL,AP,-99,43000.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-179,"BIROTTE, JR.",,DRUGS - ILLEGAL,"WO,TX",D,43045.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-180,STATON,SWARTZ,DRUGS - ILLEGAL,WC,D,42787.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-182,GEE,BLANCO,NARCOTICS,TX,D,42753.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-185,OTERO,,DRUGS - ILLEGAL,"WC,OO,TX",D,42975.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-187,OTERO,,DRUGS - ILLEGAL,WC,D,42989.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-188,GUILFORD,HULSER,RACKETEERING,"WC,TX",D,42997.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-190,OTERO,HULSER,DRUGS - ILLEGAL,AP,-99,43000.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-191,OTERO,HULSER,DRUGS - ILLEGAL,"WC,OO,TX",D,43005.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-194,OTERO,,DRUGS - ILLEGAL,"WC,OO,TX",D,42939.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, EASTERN",2015-73,ISHII,,NARCOTICS,WC,D,42041.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,1.0,7,38,11,23671.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2016-54,MUELLER,,NARCOTICS,"WC,TX",D,42556.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,22091.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2016-55,MUELLER,,NARCOTICS,"WC,TX",D,42570.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,21587.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2016-56,MENDEZ,,NARCOTICS,WC,D,42629.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,22.0,40,337,80,16403.0,1550.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2016-57,DROZD,,NARCOTICS,"WC,TX",D,42626.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,101.0,164,"3,049",317,45357.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2016-58,O'NEILL,,NARCOTICS,WC,D,42629.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,70,636,40,40700.0,2600.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2016-59,MUELLER,,NARCOTICS,"WC,TX",D,42592.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,52697.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2016-60,O'NEILL,,NARCOTICS,"WC,TX",D,42671.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,54,"1,604",169,24964.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-9,MUELLER,,NARCOTICS,"WC,TX",D,42744.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,20633.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-10,DROZD,,FIREARMS,WC,D,42752.0,30.0,1.0,60.0,INSTALLED AND USED,48.0,44.0,122,"2,138",0,2320.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-11,MUELLER,,NARCOTICS,"WC,TX",D,42705.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,0.0,0,0,0,42901.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-12,DROZD,,NARCOTICS,"WC,TX",D,42788.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,611.0,396,"18,332","3,117",38860.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-13,MENDEZ,,NARCOTICS,"WC,TX",D,42821.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,62.0,26,751,214,9889.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-14,MENDEZ,,NARCOTICS,WC,D,42823.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,49,270,31,23785.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-15,ISHII,,NARCOTICS,"WC,TX",D,42895.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,85.0,121,"2,478",664,26765.0,625.0,13.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-16,NUNLEY,,NARCOTICS,WC,D,42893.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,143.0,233,"8,619",0,474358.0,14744.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-17,NUNLEY,,NARCOTICS,WC,D,42958.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,13.0,41,403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
"CALIFORNIA, EASTERN",2017-18,DROZD,,FIREARMS,WC,D,43004.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,526.0,70,"15,800","7,490",170897.0,5046.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, EASTERN",2017-19,NUNLEY,,NARCOTICS,WC,D,42937.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,76.0,284,"6,858",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
"CALIFORNIA, EASTERN",2017-20,NUNLEY,,NARCOTICS,WC,D,43027.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,43.0,45,"1,293",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
"CALIFORNIA, EASTERN",2017-21,NUNLEY,,NARCOTICS,WC,D,43034.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,37.0,56,927,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
"CALIFORNIA, EASTERN",2017-22,NUNLEY,,NARCOTICS,WC,D,43041.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,17.0,19,320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
"CALIFORNIA, NORTHERN",2014-16,SEEBORG,,NARCOTICS,WC,D,41646.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,29.0,39,883,222,26393.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2015-37,CHEN,,NARCOTICS,"WC,TX",D,42060.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,121,916,382,23856.0,1700.0,2.0,1.0,0.0,0.0,0.0,1.0,,
"CALIFORNIA, NORTHERN",2015-38,HAMILTON,,NARCOTICS,"WC,TX",D,42165.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,29.0,150,845,205,25628.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-34
"CALIFORNIA, NORTHERN",2015-39,DAVILA,,NARCOTICS,"WC,TX",D,42181.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,10885.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-52
"CALIFORNIA, NORTHERN",2015-40,DAVILA,,NARCOTICS,"WC,TX",D,42212.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,8749.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-52
"CALIFORNIA, NORTHERN",2015-41,DAVILA,,NARCOTICS,"WC,TX",D,42265.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,16055.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-52
"CALIFORNIA, NORTHERN",2015-42,DAVILA,,NARCOTICS,"WC,TX,EO",D,42325.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,18685.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-52
"CALIFORNIA, NORTHERN",2016-51,DAVILA,,NARCOTICS,"WC,TX,EO",D,42390.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,0,0,0,15525.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-52
"CALIFORNIA, NORTHERN",2016-52,DAVILA,,NARCOTICS,"WC,TX",D,42445.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,0.0,0,0,0,12857.0,1700.0,7.0,0.0,0.0,0.0,0.0,3.0,,
"CALIFORNIA, NORTHERN",2016-53,LABSON FREEMAN,,NARCOTICS,"WC,TX",D,42479.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,24040.0,1700.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2016-54,SEEBORG,,NARCOTICS,"WC,TX",D,42503.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,20.0,9,583,562,29238.0,3400.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2016-55,DAVILA,,NARCOTICS,"WC,TX",D,42424.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,159.0,182,"9,544",636,122255.0,8000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2016-56,KOH,,NARCOTICS,"WC,TX",D,42634.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,12.0,7,140,41,9173.0,1875.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2016-57,DAVILA,,NARCOTICS,WC,D,42662.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,40.0,37,"1,215",66,24600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2017-15,DONATO,,NARCOTICS,"WC,TX",D,42864.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,302.0,15,"9,079",879,42681.0,650.0,4.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2017-16,DONATO,,LOANSHARKING,WC,D,42870.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,85.0,168,"2,574","2,200",50961.0,2480.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2017-17,DONATO,,NARCOTICS,"WC,TX",D,42871.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,16,662,441,25239.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2017-18,FREEMAN,,NARCOTICS,"WC,EO",D,42900.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,374.0,179,"11,249",929,2214154.0,1469.0,7.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, NORTHERN",2017-19,FREEMAN,,NARCOTICS,WC,D,42913.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,369.0,851,"22,168","4,297",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-18,RELATED TO NO. 2017-18
"CALIFORNIA, NORTHERN",2017-20,CHEN,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,42774.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-21,ORRICK,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,42845.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-22,CHEN,,DRUGS - ILLEGAL,WC,D,42993.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-23,ALSUP,,DRUGS - ILLEGAL,"WC,TX",D,42824.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-24,HAMILTON,,DRUGS - ILLEGAL,"WC,TX",D,42998.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-25,CHHABRIA,HULSER,DRUGS - ILLEGAL,"WC,TX",D,43000.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-26,CHHABRIA,,DRUGS - ILLEGAL,"WC,TX",D,42902.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-27,TIGAR,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,42815.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-28,ALSUP,,DRUGS - ILLEGAL,"WC,TX",D,42823.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-31,DONATO,HULSER,DRUGS - ILLEGAL,"WC,TX",D,42871.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-32,FREEMAN,HULSER,DRUGS - ILLEGAL,"WC,TX",D,42913.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-33,FREEMAN,HULSER,DRUGS - ILLEGAL,"WC,TX",D,42957.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-34,ORRICK,,DRUGS - ILLEGAL,"WC,TX",D,43069.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-35,ORRICK,DOWNING,DRUGS - ILLEGAL,WC,D,43046.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-36,SEEBORG,HULSER,DRUGS - ILLEGAL,"WC,TX",D,42965.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-38,DONATO,HULSER,DRUGS - ILLEGAL,"WC,TX",D,42865.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-39,TIGAR,,DRUGS - ILLEGAL,"WC,OM,TX",D,43012.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, NORTHERN",2017-40,FREEMAN,,DRUGS - ILLEGAL,"WC,TX",D,42900.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, SOUTHERN",2014-203,HOUSTON,,OTHER,WC,D,41621.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,138.0,33,"4,146","1,192",58213.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-465,ANELLO,BITKOWER,NARCOTICS,WC,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,5.0,2,74,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-466,LORENZ,,NARCOTICS,TX,D,42069.0,30.0,2.0,90.0,INSTALLED AND USED,87.0,764.0,570,"66,508","9,833",119104.0,11050.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-467,ANELLO,BLANCO,NARCOTICS,WC,D,42237.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-468,ANELLO,BLANCO,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,360.0,45,"10,819","10,245",,,2.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-469,HOUSTON,,NARCOTICS,TX,D,42279.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,15659.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-470,ANELLO,O'BRIEN,NARCOTICS,WC,D,42300.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,21.0,31,465,298,,,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-471,ANELLO,~NA,NARCOTICS,WC,D,42236.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,93.0,28,"8,411","8,092",,,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-472,ANELLO,BLANCO,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,37.0,10,"1,127","1,075",,,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-473,HOUSTON,,NARCOTICS,TX,D,42320.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,174.0,2,"5,071","1,322",57652.0,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-474,HOUSTON,,NARCOTICS,TX,D,42331.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,29949.0,3760.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2016-425,ANELLO,O'BRIEN,NARCOTICS,WC,D,42394.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,68.0,45,"1,988","1,748",5266558.0,2987178.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-426,ANELLO,BLANCO,NARCOTICS,WC,D,42420.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,69.0,10,"1,667",50,,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-427,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,56.0,6,"1,681",870,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-428,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,12,675,597,,,,,,,,,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-429,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,49.0,16,"1,478","1,254",,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-430,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,479.0,108,"14,387","7,988",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-431,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,727.0,172,"21,810","15,815",,,,,,,,,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-432,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,99.0,33,"2,981","2,563",,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-433,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,272.0,114,"8,161","6,190",,,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2016-434,ANELLO,O'BRIEN,NARCOTICS,WC,D,42459.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,1.0,109,26,20,,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-435,ANELLO,O'BRIEN,NARCOTICS,WC,D,42459.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,201.0,126,"3,425","2,367",,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-436,ANELLO,BLANCO,NARCOTICS,WC,D,42086.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,4,848,22,,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-437,HUFF,,NARCOTICS,"WC,TX",D,42453.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,101.0,86,"2,931",500,28446.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-444
"CALIFORNIA, SOUTHERN",2016-438,ANELLO,O'BRIEN,NARCOTICS,WC,D,42459.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,725.0,88,"21,778","13,528",,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-439,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,263.0,187,"15,787","8,723",,,,,,,,,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-440,ANELLO,O'BRIEN,NARCOTICS,WC,D,42459.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,911.0,216,"27,352","20,885",,,,,,,,,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-441,ANELLO,O'BRIEN,NARCOTICS,WC,D,42459.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,111.0,29,"3,355","2,254",,,,,,,,,,
"CALIFORNIA, SOUTHERN",2016-442,ANELLO,O'BRIEN,NARCOTICS,WC,D,42425.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,868.0,304,"52,087","31,797",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-425,
"CALIFORNIA, SOUTHERN",2016-443,ANELLO,O'BRIEN,NARCOTICS,WC,D,42459.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1474.0,59,"44,244","35,204",,,,,,,,,RELATED TO NO. 2016-425,
