State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2015-100,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42326.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-1,MARTINEZ,ANGEL,RACKETEERING,"WC,EE,TX,AP",D,42327.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-2,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42495.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-3,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42495.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-4,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42495.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-5,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42495.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-6,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42495.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-7,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42486.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-8,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42485.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-9,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42474.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-10,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42474.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-11,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42465.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-12,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42465.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-13,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42465.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-14,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42433.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-15,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42433.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-16,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42447.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-17,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42508.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-18,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42508.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-19,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42508.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-20,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42508.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-21,MARTINEZ,ANGEL,RACKETEERING,"WC,EE,TX,AP",D,42367.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-22,MARTINEZ,ANGEL,RACKETEERING,"WC,EE,TX,AP",D,42408.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-23,MARTINEZ,ANGEL,RACKETEERING,"WC,EE,TX,AP",D,42422.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-24,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42447.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-25,MARTINEZ,DRAKE,RACKETEERING,"WC,TX",D,42585.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-26,MARTINEZ,DRAKE,RACKETEERING,"WC,TX",D,42570.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-27,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42437.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-28,MULLINS,DRAKE,RACKETEERING,"WC,TX",D,42503.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-29,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42402.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-30,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42402.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-31,MARTINEZ,DRAKE,RACKETEERING,"WC,TX",D,42493.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-32,MARTINEZ,DRAKE,RACKETEERING,"WC,TX",D,42485.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-33,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42556.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-34,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42529.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-35,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42529.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-36,MARTINEZ,ANGEL,RACKETEERING,"WC,EE,TX,AP",D,42300.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-37,MARTINEZ,DRAKE,RACKETEERING,"WC,TX",D,42467.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-38,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42447.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-41,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42394.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-42,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42384.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-43,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42359.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-51,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42359.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-62,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42313.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-64,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42447.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-65,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42361.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-66,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42326.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-68,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42356.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-69,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42530.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-70,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42396.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-71,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42396.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-72,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42429.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-73,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42412.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-74,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42361.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-75,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42361.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-76,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42482.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-77,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42489.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-78,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42489.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-79,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42489.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-80,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42503.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2016-81,MARTINEZ,BRAUN,DRUGS - ILLEGAL,"WC,TX",D,42447.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-1,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42342.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,13,174,27,22234.0,625.0,,,,,,,,RELATED TO NO. 2016-12
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-2,PRINCE,MAY,NARCOTICS,"WC,TX,EO",D,42349.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,17.0,29,518,59,12831.0,625.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-3,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42375.0,30.0,0.0,30.0,INSTALLED AND USED,5.0,5.0,3,28,3,1750.0,1750.0,,,,,,,,RELATED TO NO. 2016-12
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-4,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42384.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,233.0,58,"7,009","2,484",22234.0,625.0,,,,,,,,RELATED TO NO. 2016-12
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-5,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42409.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,0.0,0,0,0,4955.0,1700.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-6,PRINCE,MAY,NARCOTICS,"WC,TX,EO",D,42349.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,8.0,24,514,116,25037.0,625.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-7,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42389.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,65.0,65,"1,964",901,12856.0,650.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-8,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42405.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,446.0,37,"8,041",281,13610.0,650.0,,,,,,,,RELATED TO NO. 2016-12
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-9,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42422.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,,,,,5362.0,1700.0,1.0,,,,,1.0,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-10,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42430.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,8,1,23300.0,1700.0,,,,,,,,RELATED TO NO. 2016-12
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-11,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42430.0,30.0,1.0,60.0,INSTALLED AND USED,37.0,39.0,52,"1,460",610,27265.0,625.0,,,,,,,,RELATED TO NO. 2016-12
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-12,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42460.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,113.0,19,794,209,6740.0,1700.0,10.0,,,,,2.0,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-13,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42500.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,370.0,60,"4,448","1,556",13003.0,1700.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-14,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42516.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,0,1,0,8287.0,1700.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-15,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42583.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,36,404,101,34750.0,1750.0,,,,,,,,RELATED TO NO. 2016-16
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-16,PRINCE,MAY,NARCOTICS,"WC,TX,EO",D,42614.0,30.0,0.0,30.0,INSTALLED AND USED,5.0,1.0,1,7,,0.0,0.0,3.0,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-17,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42583.0,30.0,1.0,60.0,INSTALLED AND USED,35.0,59.0,40,"2,083","1,018",35250.0,1250.0,,,,,,,,RELATED TO NO. 2016-16
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-18,PRINCE,MAY,NARCOTICS,"WC,TX,EO",D,42614.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,75.0,50,"2,257",694,34700.0,1700.0,,,,,,,,RELATED TO NO. 2016-16
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-19,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42590.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,1700.0,1700.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-20,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42550.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,3496.0,1700.0,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-21,PRINCE,MAY,NARCOTICS,"WC,TX,EO",D,42614.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2016-22,MARTINEZ,MAY,NARCOTICS,"WC,TX,EO",D,42583.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
COLORADO,11TH JUDICIAL DISTRICT,2016-1,MURPHY,CHILSON,MURDER,"WC,OM,TX",D,42404.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,6.0,37,179,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,11TH JUDICIAL DISTRICT,2016-2,MURPHY,CHILSON,MURDER,"WC,OM,TX",D,42404.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,40.0,60,"1,163",,17318.0,9549.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,11TH JUDICIAL DISTRICT,2016-3,MURPHY,CHILSON,MURDER,"WC,OM",D,42404.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,11TH JUDICIAL DISTRICT,2016-4,MURPHY,CHILSON,MURDER,"WS,OM",H,42404.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
COLORADO,11TH JUDICIAL DISTRICT,2016-5,MURPHY,CHILSON,MURDER,"WC,OM,TX",D,42404.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,14TH JUDICIAL DISTRICT (GRAND),2016-1,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42412.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,14TH JUDICIAL DISTRICT (GRAND),2016-2,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42494.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-1,MURPHY,YOUNG,DRUGS - ILLEGAL,"WC,TX",D,42429.0,30.0,2.0,90.0,INSTALLED AND USED,68.0,12.0,18,855,555,,,16.0,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-2,MURPHY,YOUNG,DRUGS - ILLEGAL,"WC,TX",D,42471.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,126.0,34,"3,797",308,29179.0,9700.0,16.0,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-3,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42471.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,113.0,100,"3,402","1,240",,,9.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-4,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42450.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,82.0,538,"4,856",539,,,9.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-5,MURPHY,YOUNG,DRUGS - ILLEGAL,"WC,TX",D,42396.0,30.0,3.0,120.0,INSTALLED AND USED,118.0,128.0,103,"15,208","8,215",82157.0,3494.0,16.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-6,KIESNOWSKI,D'ARCY,DRUGS - ILLEGAL,"WC,TX",D,42489.0,,0.0,0.0,INSTALLED AND USED,12.0,59.0,24,710,382,15692.0,4150.0,20.0,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-7,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42505.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,18.0,56,444,26,,,9.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-8,MURPHY,YOUNG,DRUGS - ILLEGAL,"WC,TX",D,42500.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,19.0,11,576,253,,,20.0,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-9,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42527.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,96.0,85,"2,907",859,,,9.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-10,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42530.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,129.0,93,"3,893","1,701",,,9.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-11,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42537.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,186.0,98,"5,602","1,201",161172.0,29052.0,9.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-12,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42570.0,30.0,0.0,30.0,INSTALLED AND USED,6.0,26.0,14,158,9,,,,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-13,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42537.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,211.0,296,"12,668","2,433",,,9.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-14,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42450.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-15,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42552.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
COLORADO,17TH JUDICIAL DISTRICT (ADAMS),2016-16,MURPHY,YOUNG,DRUGS - ILLEGAL,"WS,TX",D,42507.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),2016-1,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42424.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),2016-2,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42423.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),2016-3,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42418.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),2016-4,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42397.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),2016-5,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42510.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),2016-6,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42408.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),2016-7,AMICO,BRAUCHLER,DRUGS - ILLEGAL,"WC,OM,TX",D,42438.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
